bug,tool,command,parsed_command,category
chart_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_16,read_file,,read_file,READ
chart_16,run_shell_command,defects4j test,defects4j test,TEST
chart_16,run_shell_command,git diff > fix.patch,git diff,VCS
chart_16,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,glob,,glob,SEARCH_FILES
chart_18,glob,,glob,SEARCH_FILES
chart_18,glob,,glob,SEARCH_FILES
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,replace,,replace,WRITE
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,replace,,replace,WRITE
chart_18,read_file,,read_file,READ
chart_18,replace,,replace,WRITE
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,replace,,replace,WRITE
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,replace,,replace,WRITE
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,replace,,replace,WRITE
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,replace,,replace,WRITE
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,run_shell_command,./run_all_tests_trace.sh,run_all_tests_trace.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,run_shell_command,git diff,git diff,VCS
chart_21,read_file,,read_file,READ
chart_21,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_21,read_file,,read_file,READ
chart_21,glob,,glob,SEARCH_FILES
chart_21,read_file,,read_file,READ
chart_21,read_file,,read_file,READ
chart_21,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_21,list_directory,,list_directory,SEARCH_FILES
chart_21,run_shell_command,defects4j export -p cp.test,defects4j export,DEFECTS4J_OTHER
chart_21,run_shell_command,defects4j test -t org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds,defects4j test,TEST
chart_21,read_file,,read_file,READ
chart_21,read_file,,read_file,READ
chart_21,replace,,replace,WRITE
chart_21,replace,,replace,WRITE
chart_21,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_21,run_shell_command,defects4j test -t org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds,defects4j test,TEST
chart_21,run_shell_command,defects4j test,defects4j test,TEST
chart_21,run_shell_command,git diff,git diff,VCS
chart_22,read_file,,read_file,READ
chart_22,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_22,read_file,,read_file,READ
chart_22,glob,,glob,SEARCH_FILES
chart_22,read_file,,read_file,READ
chart_22,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_22,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_22,read_file,,read_file,READ
chart_22,read_file,,read_file,READ
chart_22,read_file,,read_file,READ
chart_22,replace,,replace,WRITE
chart_22,replace,,replace,WRITE
chart_22,replace,,replace,WRITE
chart_22,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_22,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_22,read_file,,read_file,READ
chart_22,replace,,replace,WRITE
chart_22,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_22,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_22,read_file,,read_file,READ
chart_22,read_file,,read_file,READ
chart_22,replace,,replace,WRITE
chart_22,replace,,replace,WRITE
chart_22,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_22,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_22,read_file,,read_file,READ
chart_22,run_shell_command,defects4j test,defects4j test,TEST
chart_22,run_shell_command,git diff > /Users/danielding/Desktop/example_dir/Chart_22/fix.patch,git diff,VCS
chart_25,read_file,,read_file,READ
cli_10,read_file,,read_file,READ
cli_10,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_10,read_file,,read_file,READ
cli_10,run_shell_command,defects4j test -t org.apache.commons.cli.ParseRequiredTest,defects4j test,TEST
cli_10,read_file,,read_file,READ
cli_10,run_shell_command,defects4j test -t org.apache.commons.cli.ParseRequiredTest::testReuseOptionsTwice,defects4j test,TEST
cli_10,read_file,,read_file,READ
cli_10,replace,,replace,WRITE
cli_10,run_shell_command,defects4j test -t org.apache.commons.cli.ParseRequiredTest::testReuseOptionsTwice,defects4j test,TEST
cli_10,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_10,run_shell_command,defects4j test,defects4j test,TEST
cli_10,run_shell_command,git diff,git diff,VCS
cli_13,read_file,,read_file,READ
cli_13,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_13,read_file,,read_file,READ
cli_13,run_shell_command,defects4j test,defects4j test,TEST
cli_13,read_file,,read_file,READ
cli_13,read_file,,read_file,READ
cli_13,read_file,,read_file,READ
cli_13,read_file,,read_file,READ
cli_13,replace,,replace,WRITE
cli_13,replace,,replace,WRITE
cli_13,replace,,replace,WRITE
cli_13,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_13,run_shell_command,defects4j test -t org.apache.commons.cli2.bug.BugLoopingOptionLookAlikeTest::testLoopingOptionLookAlike2,defects4j test,TEST
cli_13,replace,,replace,WRITE
cli_13,replace,,replace,WRITE
cli_13,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_13,run_shell_command,defects4j test -t org.apache.commons.cli2.bug.BugLoopingOptionLookAlikeTest::testLoopingOptionLookAlike2,defects4j test,TEST
cli_13,run_shell_command,defects4j test,defects4j test,TEST
cli_13,read_file,,read_file,READ
cli_13,replace,,replace,WRITE
cli_13,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_13,run_shell_command,defects4j test,defects4j test,TEST
cli_13,read_file,,read_file,READ
cli_13,replace,,replace,WRITE
cli_13,replace,,replace,WRITE
cli_13,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_13,run_shell_command,defects4j test,defects4j test,TEST
cli_13,replace,,replace,WRITE
cli_13,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_13,run_shell_command,./run_all_tests_trace.sh -t org.apache.commons.cli2.bug.BugCLI145Test::testWithMaximumUsingDefaultValues,run_all_tests_trace.sh,TEST
cli_13,read_file,,read_file,READ
cli_13,replace,,replace,WRITE
cli_13,replace,,replace,WRITE
cli_13,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_13,run_shell_command,defects4j test,defects4j test,TEST
cli_13,run_shell_command,git diff > fix.patch,git diff,VCS
cli_13,read_file,,read_file,READ
cli_14,read_file,,read_file,READ
cli_14,write_file,,write_file,WRITE
cli_14,write_file,,write_file,WRITE
cli_14,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_14,run_shell_command,"find . -name ""*.jar""",find,SEARCH_FILES
cli_14,list_directory,,list_directory,SEARCH_FILES
cli_14,run_shell_command,java -cp target/classes:target/lib/junit/jars/junit-3.8.1.jar:target/lib/commons-lang/jars/commons-lang-2.1.jar org.apache.commons.cli2.issues.CLI2Sample --file-name /Users/danielding/Desktop/example_dir/Cli_14/dummy.txt,java,BUILD
cli_14,read_file,,read_file,READ
cli_14,read_file,,read_file,READ
cli_14,read_file,,read_file,READ
cli_14,read_file,,read_file,READ
cli_14,replace,,replace,WRITE
cli_14,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_14,read_file,,read_file,READ
cli_14,replace,,replace,WRITE
cli_14,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_14,run_shell_command,java -cp target/classes:target/lib/junit/jars/junit-3.8.1.jar:target/lib/commons-lang/jars/commons-lang-2.1.jar org.apache.commons.cli2.issues.CLI2Sample --file-name /Users/danielding/Desktop/example_dir/Cli_14/dummy.txt,java,BUILD
cli_14,run_shell_command,./run_all_tests_trace.sh,run_all_tests_trace.sh,TEST
cli_14,run_shell_command,git diff,git diff,VCS
cli_14,run_shell_command,rm /Users/danielding/Desktop/example_dir/Cli_14/src/java/org/apache/commons/cli2/issues/CLI2Sample.java /Users/danielding/Desktop/example_dir/Cli_14/dummy.txt,rm,FILE_OPS
cli_16,read_file,,read_file,READ
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,read_file,,read_file,READ
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,defects4j compile -c,defects4j compile,BUILD
cli_16,run_shell_command,rm -rf target,rm,FILE_OPS
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/option/GroupImpl.java,git checkout,VCS
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,run_shell_command,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,git checkout,VCS
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,run_shell_command,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,git checkout,VCS
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_16,read_file,,read_file,READ
cli_16,run_shell_command,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/Group.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/option/OptionImpl.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/builder/GroupBuilder.java,git checkout,VCS
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_16,run_shell_command,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/Option.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/option/OptionImpl.java,git checkout,VCS
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_16,replace,,replace,WRITE
cli_16,read_file,,read_file,READ
cli_18,read_file,,read_file,READ
cli_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_18,read_file,,read_file,READ
cli_18,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_18,run_shell_command,defects4j test,defects4j test,TEST
cli_18,read_file,,read_file,READ
cli_18,read_file,,read_file,READ
cli_18,replace,,replace,WRITE
cli_18,run_shell_command,defects4j test,defects4j test,TEST
cli_18,run_shell_command,git diff,git diff,VCS
cli_1,read_file,,read_file,READ
cli_1,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_1,read_file,,read_file,READ
cli_1,glob,,glob,SEARCH_FILES
cli_1,read_file,,read_file,READ
cli_1,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_1,run_shell_command,defects4j test -t org.apache.commons.cli.bug.BugCLI13Test,defects4j test,TEST
cli_1,read_file,,read_file,READ
cli_1,run_shell_command,defects4j test -t org.apache.commons.cli.bug.BugCLI13Test::testCLI13,defects4j test,TEST
cli_1,read_file,,read_file,READ
cli_1,read_file,,read_file,READ
cli_1,read_file,,read_file,READ
cli_1,read_file,,read_file,READ
cli_1,read_file,,read_file,READ
cli_1,replace,,replace,WRITE
cli_1,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_1,run_shell_command,defects4j test -t org.apache.commons.cli.bug.BugCLI13Test::testCLI13,defects4j test,TEST
cli_1,run_shell_command,defects4j test,defects4j test,TEST
cli_1,run_shell_command,git diff,git diff,VCS
cli_22,read_file,,read_file,READ
cli_22,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_22,read_file,,read_file,READ
cli_22,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_22,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_22,read_file,,read_file,READ
cli_22,run_shell_command,defects4j test -t org.apache.commons.cli.PosixParserTest,defects4j test,TEST
cli_22,run_shell_command,defects4j test -t org.apache.commons.cli.PosixParserTest,defects4j test,TEST
cli_22,run_shell_command,defects4j test,defects4j test,TEST
cli_22,read_file,,read_file,READ
cli_22,replace,,replace,WRITE
cli_22,run_shell_command,defects4j test -t org.apache.commons.cli.PosixParserTest::testStopAtExpectedArg,defects4j test,TEST
cli_22,read_file,,read_file,READ
cli_22,read_file,,read_file,READ
cli_22,read_file,,read_file,READ
cli_22,read_file,,read_file,READ
cli_22,replace,,replace,WRITE
cli_22,replace,,replace,WRITE
cli_22,replace,,replace,WRITE
cli_22,replace,,replace,WRITE
cli_22,run_shell_command,defects4j test -t org.apache.commons.cli.PosixParserTest::testStopAtExpectedArg,defects4j test,TEST
cli_22,run_shell_command,defects4j test -t org.apache.commons.cli.ApplicationTest::testGroovy,defects4j test,TEST
cli_22,run_shell_command,defects4j test,defects4j test,TEST
cli_22,run_shell_command,git diff,git diff,VCS
cli_26,read_file,,read_file,READ
cli_26,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_26,read_file,,read_file,READ
cli_26,run_shell_command,defects4j test -t org.apache.commons.cli.OptionBuilderTest,defects4j test,TEST
cli_26,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_26,run_shell_command,defects4j test,defects4j test,TEST
cli_26,read_file,,read_file,READ
cli_26,read_file,,read_file,READ
cli_26,replace,,replace,WRITE
cli_26,run_shell_command,defects4j test -t org.apache.commons.cli.OptionBuilderTest::testBuilderIsResettedAlways,defects4j test,TEST
cli_26,run_shell_command,defects4j test,defects4j test,TEST
cli_26,run_shell_command,git diff,git diff,VCS
cli_30,read_file,,read_file,READ
cli_30,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_30,read_file,,read_file,READ
cli_30,run_shell_command,defects4j compile,defects4j compile,BUILD
cli_30,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
cli_30,read_file,,read_file,READ
cli_30,run_shell_command,defects4j test,defects4j test,TEST
cli_30,read_many_files,,read_many_files,READ
cli_30,replace,,replace,WRITE
cli_30,replace,,replace,WRITE
cli_30,run_shell_command,defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.OptionGroupTest::testTwoOptionsFromGroupWithProperties && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionUnexpected,defects4j test,TEST
cli_30,run_shell_command,defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.OptionGroupTest::testTwoOptionsFromGroupWithProperties && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionUnexpected,defects4j test,TEST
cli_30,run_shell_command,defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.OptionGroupTest::testTwoOptionsFromGroupWithProperties && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionUnexpected,defects4j test,TEST
