bug,num_expected,correct_edits,ote,missed_edits
JacksonCore_16,1,1,0,0
JacksonCore_17,1,1,0,0
JacksonCore_18,3,0,0,3
JacksonCore_19,2,0,0,2
JacksonCore_2,2,0,0,2
JacksonCore_21,1,0,0,1
JacksonCore_22,1,0,0,1
JacksonCore_24,2,2,4,0
JacksonCore_9,3,0,0,3
JacksonDatabind_10,2,0,0,2
JacksonDatabind_103,16,1,0,15
JacksonDatabind_104,1,0,0,1
JacksonDatabind_105,1,0,0,1
JacksonDatabind_108,1,0,1,1
JacksonDatabind_109,2,0,0,2
JacksonDatabind_110,1,1,1,0
JacksonDatabind_111,7,2,0,5
JacksonDatabind_13,2,1,2,1
JacksonDatabind_14,1,0,1,1
JacksonDatabind_15,5,0,1,5
JacksonDatabind_18,1,1,3,0
JacksonDatabind_20,1,0,1,0
JacksonDatabind_21,1,0,0,1
JacksonDatabind_22,2,2,0,0
JacksonDatabind_23,1,1,0,0
JacksonDatabind_25,4,0,0,4
JacksonDatabind_29,1,1,0,0
JacksonDatabind_3,1,1,0,0
JacksonDatabind_30,2,0,2,2
JacksonDatabind_31,1,0,0,1
JacksonDatabind_32,1,0,0,1
JacksonDatabind_36,1,1,0,0
JacksonDatabind_38,3,0,0,3
JacksonDatabind_4,1,0,0,1
JacksonDatabind_41,1,1,0,0
JacksonDatabind_43,1,0,2,1
JacksonDatabind_48,2,0,0,2
JacksonDatabind_50,1,0,0,1
JacksonDatabind_52,2,2,0,0
JacksonDatabind_53,2,1,0,1
JacksonDatabind_54,1,0,0,1
JacksonDatabind_55,1,0,0,1
JacksonDatabind_56,1,1,0,0
JacksonDatabind_59,4,0,5,4
JacksonDatabind_6,1,1,0,0
JacksonDatabind_60,1,1,0,0
JacksonDatabind_61,2,0,1,2
JacksonDatabind_65,2,1,0,1
JacksonDatabind_66,1,1,0,0
JacksonDatabind_68,1,1,4,0
JacksonDatabind_69,1,0,1,1
JacksonDatabind_72,1,0,0,1
JacksonDatabind_73,2,0,1,2
JacksonDatabind_75,1,1,4,0
JacksonDatabind_77,1,0,0,1
JacksonDatabind_78,1,0,0,1
JacksonDatabind_79,3,1,1,2
JacksonDatabind_8,1,1,0,0
JacksonDatabind_80,1,0,0,1
JacksonDatabind_81,1,0,0,1
JacksonDatabind_87,1,1,0,0
JacksonDatabind_90,2,1,2,1
JacksonDatabind_94,1,1,1,0
JacksonDatabind_95,2,1,0,1
JacksonXml_1,1,1,0,0
JacksonXml_2,1,0,0,1
JacksonXml_6,1,1,0,0
Jsoup_11,1,1,1,0
Jsoup_12,1,1,1,0
Jsoup_14,2,2,2,0
Jsoup_16,1,0,0,1
Jsoup_18,1,0,3,1
Jsoup_21,2,0,0,2
Jsoup_22,3,2,0,1
Jsoup_23,2,2,1,0
Jsoup_28,3,0,0,3
Jsoup_29,1,0,0,1
Jsoup_3,3,3,0,0
Jsoup_30,1,0,0,1
Jsoup_31,3,0,0,3
Jsoup_36,1,0,0,1
Jsoup_4,1,0,0,1
Jsoup_42,1,1,0,0
Jsoup_50,1,0,0,1
Jsoup_52,3,0,0,3
Jsoup_56,5,4,1,1
Jsoup_58,3,2,1,1
Jsoup_59,1,0,0,1
Jsoup_60,2,2,0,0
Jsoup_63,2,0,0,2
Jsoup_65,2,2,0,0
Jsoup_66,1,0,0,1
Jsoup_67,1,1,0,0
Jsoup_7,1,0,0,1
Jsoup_71,3,0,0,3
Jsoup_73,1,1,0,0
Jsoup_74,1,1,0,0
Jsoup_78,1,0,0,1
Jsoup_79,1,0,0,1
Jsoup_81,1,1,0,0
Jsoup_83,2,1,0,1
Jsoup_87,4,0,1,4
Jsoup_91,2,1,3,1
Jsoup_92,5,0,0,5
JxPath_1,2,1,6,1
JxPath_11,2,0,0,2
JxPath_13,2,1,0,1
JxPath_15,1,1,0,0
JxPath_16,2,2,0,0
JxPath_17,2,2,0,0
JxPath_18,1,1,1,0
JxPath_19,2,2,0,0
JxPath_2,1,1,0,0
JxPath_20,1,0,0,1
JxPath_3,1,0,1,1
JxPath_4,2,2,0,0
JxPath_7,5,5,2,0
JxPath_9,3,1,1,2
Lang_13,1,1,0,0
Lang_15,1,1,1,0
Lang_19,1,0,0,1
Lang_20,1,1,0,0
Lang_23,1,0,0,1
Lang_27,1,1,0,0
Lang_30,1,1,2,0
Lang_32,1,1,2,0
Lang_34,1,1,1,0
Lang_35,1,1,0,0
Lang_36,1,1,1,0
Lang_4,1,1,0,0
Lang_41,1,1,0,0
Lang_46,1,1,0,0
Lang_47,1,1,0,0
Lang_5,1,0,0,1
Lang_50,1,1,0,0
Lang_56,1,1,0,0
Lang_60,1,1,0,0
Lang_62,1,0,0,1
Lang_63,1,1,0,0
Lang_64,1,1,0,0
Lang_65,1,0,0,1
Lang_7,1,1,0,0
Lang_8,1,1,0,0
Math_1,2,2,0,0
Math_100,1,1,0,0
Math_106,1,0,0,1
Math_12,1,1,0,0
Math_14,2,2,0,0
Math_15,1,1,0,0
Math_16,1,1,0,0
Math_18,1,1,1,0
Math_21,1,1,0,0
Math_22,2,2,0,0
Math_23,1,1,0,0
Math_24,1,1,0,0
Math_26,1,1,1,0
Math_28,1,1,0,0
Math_29,1,1,0,0
Math_31,1,0,1,1
Math_35,1,1,0,0
Math_36,1,1,0,0
Math_37,1,1,1,0
Math_38,1,1,1,0
Math_4,2,2,0,0
Math_44,1,0,1,1
Math_46,1,0,1,1
Math_47,1,1,0,0
Math_49,1,1,0,0
Math_52,1,0,0,1
Math_54,1,1,0,0
Math_55,1,1,0,0
Math_6,7,7,0,0
Math_61,1,1,0,0
Math_62,1,1,0,0
Math_64,1,1,0,0
Math_65,1,1,0,0
Math_66,1,0,0,1
Math_68,1,1,0,0
Math_7,1,1,1,0
Math_71,2,0,0,2
Math_72,1,1,0,0
Math_76,1,1,0,0
Math_77,2,2,0,0
Math_78,1,0,0,1
Math_81,1,1,0,0
Math_83,1,0,0,1
Math_84,1,1,0,0
Math_86,1,1,0,0
Math_90,1,1,1,0
Math_92,1,1,0,0
Math_93,1,1,1,0
Math_98,2,2,0,0
Math_99,1,1,0,0
Mockito_10,1,1,2,0
Mockito_14,2,0,0,2
Mockito_15,1,0,0,1
Mockito_16,2,1,5,1
Mockito_17,2,1,0,1
Mockito_19,5,1,0,4
Mockito_2,1,1,2,0
Mockito_20,1,1,2,0
Mockito_21,1,1,2,0
Mockito_23,1,1,1,0
Mockito_25,1,1,1,0
Mockito_3,1,1,0,0
Mockito_30,2,2,0,0
Mockito_31,1,1,0,0
Mockito_32,1,1,0,0
Mockito_35,1,1,2,0
Mockito_36,1,0,0,1
Mockito_4,1,1,0,0
Mockito_6,1,1,6,0
Mockito_9,1,1,0,0
Time_1,2,1,0,1
Time_10,1,0,2,1
Time_12,2,2,0,0
Time_13,1,1,0,0
Time_2,2,1,0,1
Time_23,1,1,0,0
Time_26,3,1,0,2
Time_3,1,0,1,1
Time_6,1,1,1,0
Time_9,1,1,0,0
