bug,function_name,count,command
Cli-10,run_shell_command,2,defects4j test -t org.apache.commons.cli.ParseRequiredTest::testReuseOptionsTwice
Cli-10,run_shell_command,1,git diff
Cli-13,read_file,10,
Cli-13,replace,11,
Cli-13,run_shell_command,1,./run_all_tests_trace.sh -t org.apache.commons.cli2.bug.BugCLI145Test::testWithMaximumUsingDefaultValues
Cli-13,run_shell_command,1,./run_bug_exposing_tests.sh
Cli-13,run_shell_command,6,defects4j compile
Cli-13,run_shell_command,5,defects4j test
Cli-13,run_shell_command,2,defects4j test -t org.apache.commons.cli2.bug.BugLoopingOptionLookAlikeTest::testLoopingOptionLookAlike2
Cli-13,run_shell_command,1,git diff > fix.patch
Cli-14,list_directory,1,
Cli-14,read_file,6,
Cli-14,replace,2,
Cli-14,run_shell_command,1,./run_all_tests_trace.sh
Cli-14,run_shell_command,3,defects4j compile
Cli-14,run_shell_command,1,"find . -name ""*.jar"""
Cli-14,run_shell_command,1,git diff
Cli-14,run_shell_command,2,java -cp target/classes:target/lib/junit/jars/junit-3.8.1.jar:target/lib/commons-lang/jars/commons-lang-2.1.jar org.apache.commons.cli2.issues.CLI2Sample --file-name /Users/danielding/Desktop/example_dir/Cli_14/dummy.txt
Cli-14,run_shell_command,1,rm /Users/danielding/Desktop/example_dir/Cli_14/src/java/org/apache/commons/cli2/issues/CLI2Sample.java /Users/danielding/Desktop/example_dir/Cli_14/dummy.txt
Cli-14,write_file,2,
Cli-16,read_file,42,
Cli-16,replace,65,
Cli-16,run_shell_command,10,./run_bug_exposing_tests.sh
Cli-16,run_shell_command,24,defects4j compile
Cli-16,run_shell_command,1,defects4j compile -c
Cli-16,run_shell_command,1,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/Option.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/option/OptionImpl.java
Cli-16,run_shell_command,2,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java
Cli-16,run_shell_command,1,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/Group.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/option/OptionImpl.java /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/builder/GroupBuilder.java
Cli-16,run_shell_command,1,git checkout /Users/danielding/Desktop/example_dir/Cli_16/src/java/org/apache/commons/cli2/option/GroupImpl.java
Cli-16,run_shell_command,1,rm -rf target
Cli-18,read_file,4,
Cli-18,replace,1,
Cli-18,run_shell_command,2,./run_bug_exposing_tests.sh
Cli-18,run_shell_command,1,defects4j compile
Cli-18,run_shell_command,2,defects4j test
Cli-18,run_shell_command,1,git diff
Cli-1,glob,1,
Cli-1,read_file,9,
Cli-1,replace,1,
Cli-1,run_shell_command,1,./run_bug_exposing_tests.sh
Cli-1,run_shell_command,2,defects4j compile
Cli-1,run_shell_command,1,defects4j test
Cli-1,run_shell_command,1,defects4j test -t org.apache.commons.cli.bug.BugCLI13Test
Cli-1,run_shell_command,2,defects4j test -t org.apache.commons.cli.bug.BugCLI13Test::testCLI13
Cli-1,run_shell_command,1,git diff
Cli-22,read_file,8,
Cli-22,replace,5,
Cli-22,run_shell_command,2,./run_bug_exposing_tests.sh
Cli-22,run_shell_command,1,defects4j compile
Cli-22,run_shell_command,2,defects4j test
Cli-22,run_shell_command,1,defects4j test -t org.apache.commons.cli.ApplicationTest::testGroovy
Cli-22,run_shell_command,2,defects4j test -t org.apache.commons.cli.PosixParserTest
Cli-22,run_shell_command,2,defects4j test -t org.apache.commons.cli.PosixParserTest::testStopAtExpectedArg
Cli-22,run_shell_command,1,git diff
Cli-26,read_file,4,
Cli-26,replace,1,
Cli-26,run_shell_command,1,./run_bug_exposing_tests.sh
Cli-26,run_shell_command,1,defects4j compile
Cli-26,run_shell_command,2,defects4j test
Cli-26,run_shell_command,1,defects4j test -t org.apache.commons.cli.OptionBuilderTest
Cli-26,run_shell_command,1,defects4j test -t org.apache.commons.cli.OptionBuilderTest::testBuilderIsResettedAlways
Cli-26,run_shell_command,1,git diff
Cli-30,read_file,7,
Cli-30,read_many_files,1,
Cli-30,replace,30,
Cli-30,run_shell_command,2,./run_bug_exposing_tests.sh
Cli-30,run_shell_command,1,defects4j compile
Cli-30,run_shell_command,8,defects4j test
Cli-30,run_shell_command,1,defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.BasicParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.DefaultParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.GnuParserTest::testPropertyOptionUnexpected && defects4j test -t org.apache.commons.cli.OptionGroupTest::testTwoOptionsFromGroupWithProperties && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionGroup && defects4j test -t org.apache.commons.cli.PosixParserTest::testPropertyOptionUnexpected
Cli-30,run_shell_command,1,git diff > /Users/danielding/Desktop/example_dir/Cli_30/fix.patch
Cli-31,read_file,7,
Cli-31,replace,1,
Cli-31,run_shell_command,3,./run_bug_exposing_tests.sh
Cli-31,run_shell_command,1,defects4j compile
Cli-33,read_file,4,
Cli-33,replace,1,
Cli-33,run_shell_command,1,./run_bug_exposing_tests.sh
Cli-34,glob,4,
Cli-34,read_file,6,
Cli-34,replace,5,
Cli-34,run_shell_command,1,./run_all_tests_trace.sh
Cli-34,run_shell_command,1,./run_bug_exposing_tests.sh
Cli-34,run_shell_command,3,defects4j compile
Cli-34,run_shell_command,3,defects4j test
Cli-34,run_shell_command,1,git diff
Cli-36,read_file,1,
Cli-7,read_file,3,
Cli-7,replace,2,
Cli-7,run_shell_command,1,defects4j test
Cli-7,run_shell_command,3,defects4j test -t org.apache.commons.cli2.bug.Bug27575Test::testRequiredOptions
Cli-7,run_shell_command,1,git diff HEAD
Cli-7,search_file_content,1,
Closure-103,glob,6,
Closure-103,read_file,36,
Closure-103,replace,29,
Closure-103,run_shell_command,19,./run_bug_exposing_tests.sh
Closure-103,run_shell_command,1,defects4j test
Closure-103,search_file_content,1,
Closure-105,glob,2,
Closure-105,read_file,6,
Closure-105,replace,4,
Closure-105,run_shell_command,1,./run_all_tests_trace.sh
Closure-105,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-105,run_shell_command,1,defects4j compile
Closure-105,run_shell_command,4,defects4j test
Closure-105,run_shell_command,1,git diff
Closure-106,read_file,14,
Closure-106,replace,18,
Closure-106,run_shell_command,1,./run_all_tests_trace.sh
Closure-106,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-106,run_shell_command,16,defects4j compile
Closure-106,run_shell_command,9,defects4j test
Closure-106,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CollapsePropertiesTest
Closure-108,glob,1,
Closure-108,read_file,6,
Closure-108,replace,1,
Closure-108,run_shell_command,3,./run_bug_exposing_tests.sh
Closure-108,run_shell_command,2,defects4j compile
Closure-110,glob,2,
Closure-110,read_file,22,
Closure-110,replace,36,
Closure-110,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-110,run_shell_command,1,defects4j clean
Closure-110,run_shell_command,13,defects4j compile
Closure-110,run_shell_command,9,defects4j test
Closure-110,run_shell_command,6,git checkout /Users/danielding/Desktop/example_dir/Closure_110/src/com/google/javascript/jscomp/ScopedAliases.java
Closure-115,read_file,10,
Closure-115,replace,8,
Closure-115,run_shell_command,1,./run_all_tests_trace.sh
Closure-115,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-115,run_shell_command,7,defects4j compile
Closure-115,run_shell_command,7,defects4j test
Closure-115,run_shell_command,1,git diff HEAD
Closure-116,read_file,3,
Closure-116,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-116,run_shell_command,1,ant compile-tests
Closure-117,list_directory,1,
Closure-117,read_file,15,
Closure-117,replace,14,
Closure-117,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-117,run_shell_command,1,defects4j compile
Closure-117,run_shell_command,1,defects4j export -p cp.test
Closure-117,run_shell_command,2,defects4j test
Closure-117,run_shell_command,2,defects4j test -t com.google.javascript.jscomp.TypeCheckTest
Closure-117,run_shell_command,4,defects4j test -t com.google.javascript.jscomp.TypeCheckTest::testIssue1047
Closure-117,search_file_content,3,
Closure-134,glob,6,
Closure-134,read_file,38,
Closure-134,replace,31,
Closure-134,run_shell_command,4,./run_bug_exposing_tests.sh
Closure-134,run_shell_command,1,defects4j compile
Closure-134,run_shell_command,1,defects4j export -p tests.trigger
Closure-134,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.TypeCheckTest::testInheritDocWithInterface
Closure-134,search_file_content,4,
Closure-135,glob,2,
Closure-135,read_file,8,
Closure-135,replace,1,
Closure-135,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-135,run_shell_command,2,defects4j compile
Closure-135,run_shell_command,2,defects4j test
Closure-135,search_file_content,5,
Closure-136,read_file,6,
Closure-136,replace,10,
Closure-136,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-136,run_shell_command,6,defects4j compile
Closure-136,run_shell_command,6,defects4j test
Closure-136,search_file_content,11,
Closure-139,read_file,44,
Closure-139,replace,32,
Closure-139,run_shell_command,28,./run_bug_exposing_tests.sh
Closure-139,run_shell_command,33,defects4j compile
Closure-139,run_shell_command,14,git restore /Users/danielding/Desktop/example_dir/Closure_139/src/com/google/javascript/jscomp/Normalize.java
Closure-139,search_file_content,1,
Closure-141,glob,2,
Closure-141,read_file,7,
Closure-141,replace,11,
Closure-141,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-141,run_shell_command,8,defects4j test
Closure-144,glob,9,
Closure-144,read_file,18,
Closure-144,replace,5,
Closure-144,run_shell_command,2,./run_bug_exposing_tests.sh
Closure-144,run_shell_command,2,defects4j compile
Closure-144,run_shell_command,1,defects4j test
Closure-153,list_directory,2,
Closure-153,read_file,35,
Closure-153,read_many_files,1,
Closure-153,replace,46,
Closure-153,run_shell_command,1,./run_all_tests_trace.sh
Closure-153,run_shell_command,3,./run_bug_exposing_tests.sh
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > check_state_output.log 2>&1
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > debug_make_declared_names_unique.log 2>&1
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > debug_normalize_onredeclaration.log 2>&1
Closure-153,run_shell_command,2,./run_bug_exposing_tests.sh > full_debug_output.log 2>&1
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > test_results_after_all_fixes_final.log 2>&1
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > test_results_after_all_fixes_final_2.log 2>&1
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > test_results_after_all_fixes_final_3.log 2>&1
Closure-153,run_shell_command,2,./run_bug_exposing_tests.sh > test_results_after_all_fixes_final_4.log 2>&1
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > test_results_after_both_fixes.log 2>&1
Closure-153,run_shell_command,1,./run_bug_exposing_tests.sh > test_results_after_make_declared_names_unique_fix.log 2>&1
Closure-153,run_shell_command,1,defects4j export -p cp.test
Closure-153,run_shell_command,1,defects4j export -p tests.all
Closure-153,run_shell_command,2,defects4j export -p tests.trigger
Closure-153,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.NormalizeTest::testDuplicateVarInExterns
Closure-153,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.NormalizeTest::testDuplicateVarInExterns -v
Closure-153,run_shell_command,1,"java -cp ""/Users/danielding/Desktop/example_dir/Closure_153/build/classes:/Users/danielding/Desktop/example_dir/Closure_153/build/test:/Users/danielding/Desktop/example_dir/Closure_153/lib/junit.jar"" org.junit.runner.JUnitCore com.google.javascript.jscomp.NormalizeTest 2> debug_output.log"
Closure-153,run_shell_command,9,"java -cp ""/Users/danielding/Desktop/example_dir/Closure_153/build/classes:/Users/danielding/Desktop/example_dir/Closure_153/lib/ant-launcher.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/ant.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/args4j.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/guava.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/json.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/jsr305.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/junit.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/libtrunk_rhino_parser_jarjared.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/protobuf-java.jar:/Users/danielding/Desktop/example_dir/Closure_153/build/test"" org.junit.runner.JUnitCore com.google.javascript.jscomp.NormalizeTest"
Closure-153,run_shell_command,1,"java -cp ""/Users/danielding/Desktop/example_dir/Closure_153/build/classes:/Users/danielding/Desktop/example_dir/Closure_153/lib/ant-launcher.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/ant.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/args4j.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/guava.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/json.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/jsr305.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/junit.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/libtrunk_rhino_parser_jarjared.jar:/Users/danielding/Desktop/example_dir/Closure_153/lib/protobuf-java.jar:/Users/danielding/Desktop/example_dir/Closure_153/build/test"" org.junit.runner.JUnitCore com.google.javascript.jscomp.NormalizeTest 2> debug_output.log"
Closure-156,glob,3,
Closure-156,read_file,22,
Closure-156,replace,45,
Closure-156,run_shell_command,1,./run_all_tests_trace.sh
Closure-156,run_shell_command,14,./run_bug_exposing_tests.sh
Closure-156,run_shell_command,1,defects4j compile
Closure-157,read_file,8,
Closure-157,replace,53,
Closure-157,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-157,run_shell_command,21,defects4j compile
Closure-157,run_shell_command,18,defects4j test
Closure-157,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CodePrinterTest
Closure-157,run_shell_command,4,defects4j test -t com.google.javascript.jscomp.CodePrinterTest::testObjectLit
Closure-157,run_shell_command,1,git diff src/com/google/javascript/jscomp/CodeGenerator.java
Closure-157,run_shell_command,20,git restore src/com/google/javascript/jscomp/CodeGenerator.java
Closure-157,search_file_content,5,
Closure-158,glob,5,
Closure-158,read_file,42,
Closure-158,replace,73,
Closure-158,run_shell_command,3,./run_bug_exposing_tests.sh
Closure-158,run_shell_command,6,defects4j compile
Closure-158,run_shell_command,2,git checkout /Users/danielding/Desktop/example_dir/Closure_158/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java
Closure-158,run_shell_command,2,git checkout /Users/danielding/Desktop/example_dir/Closure_158/src/com/google/javascript/jscomp/CommandLineRunner.java
Closure-160,glob,16,
Closure-160,read_file,19,
Closure-160,replace,28,
Closure-160,run_shell_command,2,./run_bug_exposing_tests.sh
Closure-160,run_shell_command,9,defects4j compile
Closure-160,run_shell_command,1,defects4j test
Closure-160,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CommandLineRunnerTest
Closure-160,run_shell_command,4,defects4j test -t com.google.javascript.jscomp.CommandLineRunnerTest::testCheckSymbolsOverrideForQuiet
Closure-160,run_shell_command,1,git checkout -- src/com/google/javascript/jscomp/AbstractCommandLineRunner.java
Closure-160,run_shell_command,1,git checkout -- src/com/google/javascript/jscomp/CommandLineRunner.java
Closure-160,run_shell_command,2,git checkout -- src/com/google/javascript/jscomp/DiagnosticGroups.java
Closure-160,run_shell_command,1,git checkout -- src/com/google/javascript/jscomp/WarningLevel.java
Closure-160,run_shell_command,1,git show HEAD:src/com/google/javascript/jscomp/AbstractCommandLineRunner.java
Closure-160,run_shell_command,2,git show HEAD:src/com/google/javascript/jscomp/DiagnosticGroups.java
Closure-160,run_shell_command,1,git show HEAD:src/com/google/javascript/jscomp/WarningLevel.java
Closure-160,search_file_content,8,
Closure-160,write_file,7,
Closure-162,read_file,5,
Closure-162,replace,3,
Closure-162,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-162,run_shell_command,2,defects4j compile
Closure-162,run_shell_command,2,defects4j test
Closure-162,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.ScopedAliasesTest::testForwardJsDoc
Closure-162,run_shell_command,1,git diff > fix.patch
Closure-163,glob,3,
Closure-163,read_file,6,
Closure-163,replace,2,
Closure-163,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-163,run_shell_command,1,defects4j compile
Closure-163,run_shell_command,2,defects4j test
Closure-163,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CrossModuleMethodMotionTest
Closure-163,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CrossModuleMethodMotionTest::testMovePrototypeMethod1
Closure-164,read_file,8,
Closure-164,replace,11,
Closure-164,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-164,run_shell_command,1,defects4j compile
Closure-164,run_shell_command,1,defects4j export -p cp.test
Closure-164,run_shell_command,2,defects4j test
Closure-164,run_shell_command,2,defects4j test -t com.google.javascript.jscomp.LooseTypeCheckTest::testMethodInference7
Closure-164,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.TypeCheckTest::testMethodInference7
Closure-164,run_shell_command,2,defects4j test -t com.google.javascript.rhino.jstype.FunctionTypeTest::testSupAndInfOfReturnTypesWithDifferentParams
Closure-164,run_shell_command,3,defects4j test -t com.google.javascript.rhino.jstype.FunctionTypeTest::testSupAndInfOfReturnTypesWithNumOfParams
Closure-164,run_shell_command,1,defects4j test -t com.google.javascript.rhino.jstype.FunctionTypeTest::testSupAndInfWithDifferentParams
Closure-164,search_file_content,1,
Closure-165,glob,1,
Closure-165,read_file,24,
Closure-165,replace,12,
Closure-165,run_shell_command,5,./run_all_tests_trace.sh
Closure-165,run_shell_command,7,./run_bug_exposing_tests.sh
Closure-165,run_shell_command,13,defects4j compile
Closure-165,run_shell_command,2,git restore /Users/danielding/Desktop/example_dir/Closure_165/src/com/google/javascript/rhino/jstype/RecordType.java
Closure-165,run_shell_command,1,git restore /Users/danielding/Desktop/example_dir/Closure_165/src/com/google/javascript/rhino/jstype/RecordTypeBuilder.java
Closure-165,run_shell_command,1,git restore /Users/danielding/Desktop/example_dir/Closure_165/test/com/google/javascript/rhino/jstype/RecordTypeTest.java
Closure-165,search_file_content,4,
Closure-169,glob,10,
Closure-169,read_file,31,
Closure-169,replace,11,
Closure-169,run_shell_command,1,./run_all_tests_trace.sh
Closure-169,run_shell_command,9,./run_bug_exposing_tests.sh
Closure-169,run_shell_command,10,defects4j compile
Closure-169,run_shell_command,2,git diff > /Users/danielding/Desktop/example_dir/Closure_169/fix_closure_169.patch
Closure-169,search_file_content,1,
Closure-174,glob,3,
Closure-174,read_file,13,
Closure-174,replace,79,
Closure-174,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-174,run_shell_command,1,defects4j compile
Closure-174,run_shell_command,1,defects4j test
Closure-174,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.ScopedAliasesTest
Closure-174,run_shell_command,14,defects4j test -t com.google.javascript.jscomp.ScopedAliasesTest::testIssue1103a
Closure-174,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.ScopedAliasesTest::testOneLevel
Closure-21,glob,3,
Closure-21,read_file,19,
Closure-21,replace,9,
Closure-21,run_shell_command,9,./run_bug_exposing_tests.sh
Closure-21,run_shell_command,11,defects4j compile
Closure-21,run_shell_command,1,git diff /Users/danielding/Desktop/example_dir/Closure_21/src/com/google/javascript/jscomp/CheckSideEffects.java
Closure-21,write_file,6,
Closure-24,glob,1,
Closure-24,read_file,21,
Closure-24,replace,32,
Closure-24,run_shell_command,15,./run_bug_exposing_tests.sh
Closure-24,run_shell_command,32,defects4j compile
Closure-24,run_shell_command,15,git show HEAD:src/com/google/javascript/jscomp/ScopedAliases.java
Closure-24,write_file,1,
Closure-25,glob,3,
Closure-25,read_file,7,
Closure-25,replace,2,
Closure-25,run_shell_command,3,./run_bug_exposing_tests.sh
Closure-25,run_shell_command,3,defects4j compile
Closure-25,run_shell_command,1,defects4j export -p cp.test
Closure-25,run_shell_command,1,defects4j test
Closure-25,run_shell_command,1,git diff
Closure-25,search_file_content,1,
Closure-26,list_directory,2,
Closure-26,read_file,23,
Closure-26,replace,30,
Closure-26,run_shell_command,2,./run_bug_exposing_tests.sh
Closure-26,run_shell_command,20,defects4j compile
Closure-26,run_shell_command,18,defects4j test
Closure-26,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.ProcessCommonJSModulesTest
Closure-26,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.ProcessCommonJSModulesTest::testExports
Closure-27,glob,3,
Closure-27,read_file,6,
Closure-27,replace,7,
Closure-27,run_shell_command,1,./run_all_tests_trace.sh
Closure-27,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-27,run_shell_command,4,defects4j test
Closure-27,run_shell_command,1,defects4j test -t com.google.javascript.rhino.IRTest::testIssue727_1
Closure-27,run_shell_command,1,git diff
Closure-30,glob,1,
Closure-30,read_file,3,
Closure-30,read_many_files,1,
Closure-30,replace,1,
Closure-30,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-30,run_shell_command,2,defects4j compile
Closure-30,run_shell_command,2,defects4j test
Closure-32,glob,3,
Closure-32,read_file,5,
Closure-32,replace,2,
Closure-32,run_shell_command,2,./run_bug_exposing_tests.sh
Closure-32,run_shell_command,1,defects4j test
Closure-32,search_file_content,1,
Closure-34,read_file,15,
Closure-34,replace,25,
Closure-34,run_shell_command,3,./run_all_tests_trace.sh
Closure-34,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-34,run_shell_command,1,defects4j compile
Closure-34,run_shell_command,1,defects4j test
Closure-34,run_shell_command,13,defects4j test -t com.google.javascript.jscomp.CodePrinterTest::testManyAdds
Closure-34,run_shell_command,2,git checkout -- src/com/google/javascript/jscomp/CodeGenerator.java
Closure-34,search_file_content,1,
Closure-34,write_file,1,
Closure-37,glob,2,
Closure-37,read_file,10,
Closure-37,replace,8,
Closure-37,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-37,run_shell_command,3,defects4j compile
Closure-37,run_shell_command,1,defects4j test
Closure-37,run_shell_command,3,defects4j test -t com.google.javascript.jscomp.IntegrationTest::testIncompleteFunction
Closure-37,search_file_content,1,
Closure-41,glob,4,
Closure-41,list_directory,1,
Closure-41,read_file,27,
Closure-41,replace,34,
Closure-41,run_shell_command,5,./run_bug_exposing_tests.sh
Closure-41,run_shell_command,1,defects4j compile
Closure-41,run_shell_command,1,defects4j export -p cp.test
Closure-41,run_shell_command,2,defects4j test -t com.google.javascript.jscomp.TypeCheckTest
Closure-41,run_shell_command,1,"java -cp ""/Users/danielding/Desktop/example_dir/Closure_41/build/classes:/Users/danielding/Desktop/example_dir/Closure_41/lib/args4j.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/guava.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/json.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/jsr305.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/protobuf-java.jar:/Users/danielding/Desktop/example_dir/Closure_41/build/lib/rhino.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/ant.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/ant-launcher.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/caja-r4314.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/jarjar.jar:/Users/danielding/Desktop/example_dir/Closure_41/lib/junit.jar:/Users/danielding/Desktop/example_dir/Closure_41/build/test"" org.junit.runner.JUnitCore com.google.javascript.jscomp.TypeCheckTest"
Closure-41,search_file_content,3,
Closure-45,glob,2,
Closure-45,read_file,37,
Closure-45,replace,56,
Closure-45,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-45,run_shell_command,3,defects4j test
Closure-45,run_shell_command,13,defects4j test -t com.google.javascript.jscomp.RemoveUnusedVarsTest::testIssue618_1
Closure-47,glob,4,
Closure-47,read_file,11,
Closure-47,replace,45,
Closure-47,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-47,run_shell_command,18,defects4j compile
Closure-47,run_shell_command,18,defects4j test
Closure-47,run_shell_command,1,defects4j test -t com.google.debugging.sourcemap.SourceMapGeneratorV3Test
Closure-49,glob,5,
Closure-49,read_file,6,
Closure-49,replace,7,
Closure-49,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-49,run_shell_command,6,defects4j compile
Closure-49,run_shell_command,7,defects4j test
Closure-49,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testMakeLocalNamesUniqueWithoutContext
Closure-49,run_shell_command,1,git restore src/com/google/javascript/jscomp/FunctionInjector.java
Closure-49,run_shell_command,28,git restore src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java
Closure-4,glob,6,
Closure-4,read_file,24,
Closure-4,replace,38,
Closure-4,run_shell_command,8,./run_bug_exposing_tests.sh
Closure-4,run_shell_command,10,defects4j compile
