bug,tool,command,parsed_command,category
chart_15,run_shell_command,defects4j test -t org.jfree.chart.plot.junit.PiePlot3DTests::testDrawWithNullDataset,defects4j test,TEST
chart_15,run_shell_command,defects4j test,defects4j test,TEST
chart_15,write_file,,write_file,WRITE
chart_15,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15 && javac -cp ""lib/*:build"" test_fix.java && java -cp "".:lib/*:build"" test_fix",cd,NAVIGATE
chart_15,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15 && javac -cp ""lib/*:build"" test_fix.java && java -cp "".:lib/*:build"" test_fix",javac,BUILD
chart_15,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15 && javac -cp ""lib/*:build"" test_fix.java && java -cp "".:lib/*:build"" test_fix",java,BUILD
chart_15,read_file,,read_file,READ
chart_15,search_file_content,,search_file_content,SEARCH_CONTENT
chart_15,read_file,,read_file,READ
chart_15,edit,,edit,WRITE
chart_15,edit,,edit,WRITE
chart_15,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_15,run_shell_command,defects4j test -t org.jfree.chart.plot.junit.PiePlot3DTests::testDrawWithNullDataset,defects4j test,TEST
chart_15,run_shell_command,defects4j test,defects4j test,TEST
chart_15,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15 && javac -cp ""lib/*:build"" test_fix.java && java -cp "".:lib/*:build"" test_fix",cd,NAVIGATE
chart_15,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15 && javac -cp ""lib/*:build"" test_fix.java && java -cp "".:lib/*:build"" test_fix",javac,BUILD
chart_15,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15 && javac -cp ""lib/*:build"" test_fix.java && java -cp "".:lib/*:build"" test_fix",java,BUILD
chart_15,run_shell_command,rm /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15/test_fix.java /Users/nashid/repos/qwen-cli-automation/workspace/Chart_15/test_fix.class,rm,FILE_OPS
chart_18,read_file,,read_file,READ
chart_18,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,./run_all_tests_trace.sh,run_all_tests_trace.sh,TEST
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,search_file_content,,search_file_content,SEARCH_CONTENT
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,read_file,,read_file,READ
chart_18,search_file_content,,search_file_content,SEARCH_CONTENT
chart_18,glob,,glob,SEARCH_FILES
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test,defects4j test,TEST
chart_18,read_file,,read_file,READ
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -v -t org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -v -t org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955,defects4j test,TEST
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,read_file,,read_file,READ
chart_18,search_file_content,,search_file_content,SEARCH_CONTENT
chart_18,read_file,,read_file,READ
chart_18,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && grep -n ""testRemoveValue"" tests/org/jfree/data/junit/DefaultKeyedValuesTests.java",cd,NAVIGATE
chart_18,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && grep -n ""testRemoveValue"" tests/org/jfree/data/junit/DefaultKeyedValuesTests.java",grep,SEARCH_CONTENT
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j compile,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j compile,defects4j compile,BUILD
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testGetIndex2,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testGetIndex2,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test,defects4j test,TEST
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && java -cp build:build-tests:lib/servlet.jar:lib/junit-4.11.jar org.junit.runner.JUnitCore org.jfree.data.junit.DefaultKeyedValues2DTests,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && java -cp build:build-tests:lib/servlet.jar:lib/junit-4.11.jar org.junit.runner.JUnitCore org.jfree.data.junit.DefaultKeyedValues2DTests,java,BUILD
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,defects4j test,TEST
chart_18,read_file,,read_file,READ
chart_18,read_file,,read_file,READ
chart_18,edit,,edit,WRITE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test,cd,NAVIGATE
chart_18,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_18 && defects4j test,defects4j test,TEST
chart_19,read_file,,read_file,READ
chart_19,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_19,read_file,,read_file,READ
chart_19,run_shell_command,./run_all_tests_trace.sh,run_all_tests_trace.sh,TEST
chart_19,read_file,,read_file,READ
chart_19,run_shell_command,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,defects4j test,TEST
chart_19,run_shell_command,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex -v,defects4j test,TEST
chart_19,glob,,glob,SEARCH_FILES
chart_19,read_file,,read_file,READ
chart_19,glob,,glob,SEARCH_FILES
chart_19,read_file,,read_file,READ
chart_19,read_file,,read_file,READ
chart_19,search_file_content,,search_file_content,SEARCH_CONTENT
chart_19,search_file_content,,search_file_content,SEARCH_CONTENT
chart_19,read_file,,read_file,READ
chart_19,read_file,,read_file,READ
chart_19,write_file,,write_file,WRITE
chart_19,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_19,read_file,,read_file,READ
chart_19,read_file,,read_file,READ
chart_19,glob,,glob,SEARCH_FILES
chart_19,read_file,,read_file,READ
chart_19,search_file_content,,search_file_content,SEARCH_CONTENT
chart_19,run_shell_command,"grep -n \""indexOf\"" /Users/nashid/repos/qwen-cli-automation/workspace/Chart_19/source/org/jfree/chart/util/AbstractObjectList.java",grep,SEARCH_CONTENT
chart_19,edit,,edit,WRITE
chart_19,edit,,edit,WRITE
chart_19,read_file,,read_file,READ
chart_19,edit,,edit,WRITE
chart_19,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_19 && defects4j compile,cd,NAVIGATE
chart_19,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_19 && defects4j compile,defects4j compile,BUILD
chart_19,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_19 && defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,cd,NAVIGATE
chart_19,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_19 && defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,defects4j test,TEST
chart_19,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_19 && defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex,cd,NAVIGATE
chart_19,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_19 && defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex,defects4j test,TEST
chart_2,read_file,,read_file,READ
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,list_directory,,list_directory,SEARCH_FILES
chart_2,read_file,,read_file,READ
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && ./run_bug_exposing_tests.sh,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && ./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_2,read_file,,read_file,READ
chart_2,search_file_content,,search_file_content,SEARCH_CONTENT
chart_2,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && java -cp ""/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/lib/servlet.jar:/Users/nashid/repos/defects4j/framework/projects/lib/junit-4.11.jar:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build-tests"" org.junit.runner.JUnitCore org.jfree.data.general.junit.DatasetUtilitiesTests",cd,NAVIGATE
chart_2,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && java -cp ""/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/lib/servlet.jar:/Users/nashid/repos/defects4j/framework/projects/lib/junit-4.11.jar:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build-tests"" org.junit.runner.JUnitCore org.jfree.data.general.junit.DatasetUtilitiesTests",java,BUILD
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test,defects4j test,TEST
chart_2,read_file,,read_file,READ
chart_2,read_file,,read_file,READ
chart_2,read_file,,read_file,READ
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test -t org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test -t org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2,defects4j test,TEST
chart_2,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && java -cp ""/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/lib/servlet.jar:/Users/nashid/repos/defects4j/framework/projects/lib/junit-4.11.jar:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build-tests"" org.junit.runner.JUnitCore org.jfree.data.general.junit.DatasetUtilitiesTests",cd,NAVIGATE
chart_2,run_shell_command,"cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && java -cp ""/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/lib/servlet.jar:/Users/nashid/repos/defects4j/framework/projects/lib/junit-4.11.jar:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build:/Users/nashid/repos/qwen-cli-automation/workspace/Chart_2/build-tests"" org.junit.runner.JUnitCore org.jfree.data.general.junit.DatasetUtilitiesTests",java,BUILD
chart_2,edit,,edit,WRITE
chart_2,read_file,,read_file,READ
chart_2,search_file_content,,search_file_content,SEARCH_CONTENT
chart_2,search_file_content,,search_file_content,SEARCH_CONTENT
chart_2,read_file,,read_file,READ
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j compile,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j compile,defects4j compile,BUILD
chart_2,web_fetch,,web_fetch,WEB
chart_2,edit,,edit,WRITE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test -t org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2 -v,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test -t org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2 -v,defects4j test,TEST
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j test,defects4j test,TEST
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j compile,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j compile,defects4j compile,BUILD
chart_2,write_file,,write_file,WRITE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && patch -p1 < patch.diff,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && patch -p1 < patch.diff,patch,PATCH
chart_2,edit,,edit,WRITE
chart_2,read_file,,read_file,READ
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j compile && defects4j test,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j compile && defects4j test,defects4j compile,BUILD
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && defects4j compile && defects4j test,defects4j test,TEST
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && git status,cd,NAVIGATE
chart_2,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_2 && git status,git status,VCS
chart_21,read_file,,read_file,READ
chart_21,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_21,run_shell_command,defects4j test,defects4j test,TEST
chart_21,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_21,read_file,,read_file,READ
chart_21,glob,,glob,SEARCH_FILES
chart_21,read_file,,read_file,READ
chart_21,glob,,glob,SEARCH_FILES
chart_21,read_file,,read_file,READ
chart_21,run_shell_command,defects4j test -t org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds,defects4j test,TEST
chart_21,edit,,edit,WRITE
chart_21,todo_write,,todo_write,WRITE
chart_21,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_21 && java -cp lib/servlet.jar:lib/junit-4.11.jar:build:build-tests org.junit.runner.JUnitCore org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests,cd,NAVIGATE
chart_21,run_shell_command,cd /Users/nashid/repos/qwen-cli-automation/workspace/Chart_21 && java -cp lib/servlet.jar:lib/junit-4.11.jar:build:build-tests org.junit.runner.JUnitCore org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests,java,BUILD
chart_21,read_file,,read_file,READ
chart_21,edit,,edit,WRITE
chart_21,run_shell_command,defects4j compile && defects4j test,defects4j compile,BUILD
chart_21,run_shell_command,defects4j compile && defects4j test,defects4j test,TEST
chart_21,read_file,,read_file,READ
chart_21,run_shell_command,defects4j test,defects4j test,TEST
chart_21,edit,,edit,WRITE
chart_21,glob,,glob,SEARCH_FILES
chart_21,todo_write,,todo_write,WRITE
chart_21,run_shell_command,defects4j test,defects4j test,TEST
chart_25,read_file,,read_file,READ
chart_25,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_25,run_shell_command,defects4j test,defects4j test,TEST
chart_25,read_file,,read_file,READ
chart_25,search_file_content,,search_file_content,SEARCH_CONTENT
chart_25,search_file_content,,search_file_content,SEARCH_CONTENT
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,read_file,,read_file,READ
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,list_directory,,list_directory,SEARCH_FILES
chart_25,read_file,,read_file,READ
chart_25,edit,,edit,WRITE
chart_25,read_file,,read_file,READ
chart_25,read_file,,read_file,READ
chart_25,edit,,edit,WRITE
chart_25,read_file,,read_file,READ
chart_25,read_file,,read_file,READ
chart_25,edit,,edit,WRITE
chart_25,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_25,run_shell_command,defects4j test,defects4j test,TEST
chart_25,edit,,edit,WRITE
chart_25,read_file,,read_file,READ
chart_25,read_file,,read_file,READ
chart_25,edit,,edit,WRITE
chart_25,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_25,run_shell_command,defects4j test,defects4j test,TEST
chart_25,run_shell_command,./run_all_tests_trace.sh,run_all_tests_trace.sh,TEST
chart_25,run_shell_command,defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,defects4j test,TEST
chart_25,read_file,,read_file,READ
chart_25,read_file,,read_file,READ
chart_25,run_shell_command,defects4j test,defects4j test,TEST
chart_4,read_file,,read_file,READ
chart_4,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_4,read_file,,read_file,READ
chart_4,run_shell_command,defects4j test,defects4j test,TEST
chart_4,run_shell_command,defects4j test -t org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1,defects4j test,TEST
chart_4,run_shell_command,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_4,run_shell_command,defects4j compile,defects4j compile,BUILD
chart_4,glob,,glob,SEARCH_FILES
chart_4,read_file,,read_file,READ
chart_4,glob,,glob,SEARCH_FILES
chart_4,read_file,,read_file,READ
chart_4,run_shell_command,defects4j test -t org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1,defects4j test,TEST
chart_4,read_file,,read_file,READ
chart_4,run_shell_command,defects4j test -t org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange2,defects4j test,TEST
chart_4,list_directory,,list_directory,SEARCH_FILES
chart_4,list_directory,,list_directory,SEARCH_FILES
chart_4,edit,,edit,WRITE
chart_4,read_file,,read_file,READ
chart_4,search_file_content,,search_file_content,SEARCH_CONTENT
chart_4,search_file_content,,search_file_content,SEARCH_CONTENT
chart_4,read_file,,read_file,READ
chart_4,edit,,edit,WRITE
chart_4,run_shell_command,"sed -n '384,420p' /Users/nashid/repos/qwen-cli-automation/workspace/Chart_4/source/org/jfree/chart/axis/LogAxis.java",sed,WRITE
chart_4,run_shell_command,"sed -n '384,440p' /Users/nashid/repos/qwen-cli-automation/workspace/Chart_4/source/org/jfree/chart/axis/LogAxis.java",sed,WRITE
