bug,pass,test_fail,compile_fail,failed_tests
Math-77,Yes,No,No,
Gson-4,No,Yes,No,com.google.gson.DefaultInetAddressTypeAdapterTest::testInetAddressSerializationAndDeserialization; com.google.gson.GsonTypeAdapterTest::testTypeAdapterProperlyConvertsTypes; com.google.gson.GsonTypeAdapterTest::testTypeAdapterDoesNotAffectNonAdaptedTypes; com.google.gson.JavaSerializationTest::testMapIsSerializable; com.google.gson.JsonObjectTest::testReadPropertyWithEmptyStringName; com.google.gson.JsonParserTest::testParseReader; com.google.gson.JsonParserTest::testParseString; com.google.gson.JsonParserTest::testParseUnquotedSingleWordStringFails; com.google.gson.JsonParserTest::testParseEmptyString; com.google.gson.JsonStreamParserTest::testCallingNextBeyondAvailableInput; com.google.gson.JsonStreamParserTest::testNoSideEffectForHasNext; com.google.gson.JsonStreamParserTest::testIterator; com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideStringAdapter; com.google.gson.OverrideCoreTypeAdaptersTest::testOverridePrimitiveBooleanAdapter; com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideWrapperBooleanAdapter; com.google.gson.functional.CircularReferenceTest::testDirectedAcyclicGraphDeserialization; com.google.gson.functional.CollectionTest::testWildcardCollectionField; com.google.gson.functional.CollectionTest::testFieldIsArrayList; com.google.gson.functional.ConcurrencyTest::testSingleThreadDeserialization; com.google.gson.functional.ConcurrencyTest::testMultiThreadDeserialization; com.google.gson.functional.CustomDeserializerTest::testCustomDeserializerReturnsNullForArrayElementsForArrayField; com.google.gson.functional.CustomDeserializerTest::testDefaultConstructorNotCalledOnField; com.google.gson.functional.CustomDeserializerTest::testJsonTypeFieldBasedDeserialization; com.google.gson.functional.CustomDeserializerTest::testDefaultConstructorNotCalledOnObject; com.google.gson.functional.CustomDeserializerTest::testCustomDeserializerReturnsNull; com.google.gson.functional.CustomTypeAdaptersTest::testEnsureCustomDeserializerNotInvokedForNullValues; com.google.gson.functional.CustomTypeAdaptersTest::testCustomDeserializers; com.google.gson.functional.CustomTypeAdaptersTest::testCustomAdapterInvokedForMapElementDeserialization; com.google.gson.functional.CustomTypeAdaptersTest::testCustomNestedDeserializers; com.google.gson.functional.CustomTypeAdaptersTest::testCustomDeserializerInvokedForPrimitives; com.google.gson.functional.CustomTypeAdaptersTest::testCustomByteArrayDeserializerAndInstanceCreator; com.google.gson.functional.CustomTypeAdaptersTest::testRegisterHierarchyAdapterForDate; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testSqlDateSerialization; com.google.gson.functional.DefaultTypeAdaptersTest::testJsonObjectDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testBigIntegerFieldDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleDeserializationWithLanguage; com.google.gson.functional.DefaultTypeAdaptersTest::testStringBuilderDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testTimestampSerialization; com.google.gson.functional.DefaultTypeAdaptersTest::testUrlNullDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testUrlDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimestampDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testUuidDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testBigDecimalFieldDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleDeserializationWithLanguageCountryVariant; com.google.gson.functional.DefaultTypeAdaptersTest::testStringBufferDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleDeserializationWithLanguageCountry; com.google.gson.functional.DefaultTypeAdaptersTest::testOverrideBigIntegerTypeAdapter; com.google.gson.functional.DefaultTypeAdaptersTest::testJsonNullDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testUriDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testOverrideBigDecimalTypeAdapter; com.google.gson.functional.DefaultTypeAdaptersTest::testPropertiesDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testClassDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimeDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testDateDeserializationWithPattern; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateDeserializationUsingBuilder; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultCalendarDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultGregorianCalendarDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testJsonPrimitiveDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlDateDeserialization; com.google.gson.functional.EnumTest::testEnumSubclassWithRegisteredTypeAdapter; com.google.gson.functional.EnumTest::testEnumSubclass; com.google.gson.functional.EnumTest::testTopLevelEnumDeserialization; com.google.gson.functional.EnumTest::testClassWithEnumFieldDeserialization; com.google.gson.functional.EnumTest::testEnumCaseMapping; com.google.gson.functional.EscapingTest::testGsonAcceptsEscapedAndNonEscapedJsonDeserialization; com.google.gson.functional.EscapingTest::testEscapingObjectFields; com.google.gson.functional.EscapingTest::testGsonDoubleDeserialization; com.google.gson.functional.ExclusionStrategyFunctionalTest::testExcludeTopLevelClassSerializationDoesNotImpactDeserialization; com.google.gson.functional.ExclusionStrategyFunctionalTest::testExclusionStrategySerializationDoesNotImpactDeserialization; com.google.gson.functional.ExposeFieldsTest::testNoExposedFieldDeserialization; com.google.gson.functional.ExposeFieldsTest::testExposedInterfaceFieldDeserialization; com.google.gson.functional.ExposeFieldsTest::testExposeAnnotationDeserialization; com.google.gson.functional.InheritanceTest::testSubInterfacesOfCollectionDeserialization; com.google.gson.functional.InheritanceTest::testSubClassDeserialization; com.google.gson.functional.InstanceCreatorTest::testInstanceCreatorReturnsSubTypeForField; com.google.gson.functional.InstanceCreatorTest::testInstanceCreatorReturnsSubTypeForTopLevelObject; com.google.gson.functional.InstanceCreatorTest::testInstanceCreatorReturnsBaseType; com.google.gson.functional.InternationalizationTest::testStringsWithRawChineseCharactersDeserialization; com.google.gson.functional.InternationalizationTest::testStringsWithUnicodeChineseCharactersEscapedDeserialization; com.google.gson.functional.InternationalizationTest::testStringsWithUnicodeChineseCharactersDeserialization; com.google.gson.functional.JavaUtilConcurrentAtomicTest::testAtomicInteger; com.google.gson.functional.JavaUtilConcurrentAtomicTest::testAtomicLong; com.google.gson.functional.JavaUtilConcurrentAtomicTest::testAtomicLongWithStringSerializationPolicy; com.google.gson.functional.JavaUtilConcurrentAtomicTest::testAtomicBoolean; com.google.gson.functional.JavaUtilTest::testProperties; com.google.gson.functional.JavaUtilTest::testCurrency; com.google.gson.functional.JsonAdapterAnnotationOnClassesTest::testJsonAdapterInvoked; com.google.gson.functional.JsonAdapterAnnotationOnClassesTest::testRegisteredDeserializerOverridesJsonAdapter; com.google.gson.functional.JsonAdapterAnnotationOnClassesTest::testRegisteredSerializerOverridesJsonAdapter; com.google.gson.functional.JsonAdapterAnnotationOnClassesTest::testJsonAdapterFactoryInvoked; com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest::testRegisteredTypeAdapterTakesPrecedenceOverClassAnnotationAdapter; com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest::testFieldAnnotationTakesPrecedenceOverClassAnnotation; com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest::testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter; com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest::testJsonAdapterWrappedInNullSafeAsRequested; com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest::testClassAnnotationAdapterTakesPrecedenceOverDefault; com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest::testJsonAdapterInvokedOnlyForAnnotatedFields; com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest::testClassAnnotationAdapterFactoryTakesPrecedenceOverDefault; com.google.gson.functional.JsonParserTest::testChangingCustomTreeAndDeserializing; com.google.gson.functional.MapAsArrayTypeAdapterTest::testMapWithTypeVariableDeserialization; com.google.gson.functional.MapAsArrayTypeAdapterTest::testSerializeComplexMapWithTypeAdapter; com.google.gson.functional.MapTest::testMapDeserializationEmpty; com.google.gson.functional.MapTest::testMapSubclassDeserialization; com.google.gson.functional.MapTest::testHashMapDeserialization; com.google.gson.functional.MapTest::testMapDeserializationWithNullKey; com.google.gson.functional.MapTest::testMapDeserializationWithWildcardValues; com.google.gson.functional.MapTest::testReadMapsWithEmptyStringKey; com.google.gson.functional.MapTest::testConcurrentMap; com.google.gson.functional.MapTest::testMapDeserialization; com.google.gson.functional.MapTest::testConcurrentHashMap; com.google.gson.functional.MapTest::testMapStandardSubclassDeserialization; com.google.gson.functional.MapTest::testBooleanKeyDeserialization; com.google.gson.functional.MapTest::testDeerializeMapOfMaps; com.google.gson.functional.MapTest::testMapDeserializationWithIntegerKeys; com.google.gson.functional.MapTest::testConcurrentNavigableMap; com.google.gson.functional.MapTest::testMapOfMapDeserialization; com.google.gson.functional.MapTest::testSortedMap; com.google.gson.functional.MapTest::testConcurrentSkipListMap; com.google.gson.functional.MapTest::testMapDeserializationWithNullValue; com.google.gson.functional.MapTest::testStringKeyDeserialization; com.google.gson.functional.MapTest::testMapNamePromotionWithJsonElementReader; com.google.gson.functional.MapTest::testNumberKeyDeserialization; com.google.gson.functional.NamingPolicyTest::testComplexFieldNameStrategy; com.google.gson.functional.NamingPolicyTest::testGsonWithUpperCamelCaseSpacesPolicyDeserialiation; com.google.gson.functional.NamingPolicyTest::testGsonWithLowerCaseDashPolicyDeserialiation; com.google.gson.functional.NamingPolicyTest::testGsonWithSerializedNameFieldNamingPolicyDeserialization; com.google.gson.functional.NamingPolicyTest::testGsonWithLowerCaseUnderscorePolicyDeserialiation; com.google.gson.functional.NamingPolicyTest::testGsonWithNonDefaultFieldNamingPolicyDeserialiation; com.google.gson.functional.NullObjectAndFieldTest::testExplicitDeserializationOfNulls; com.google.gson.functional.NullObjectAndFieldTest::testAbsentJsonElementsAreSetToNull; com.google.gson.functional.NullObjectAndFieldTest::testExplicitNullSetsFieldToNullDuringDeserialization; com.google.gson.functional.NullObjectAndFieldTest::testNullWrappedPrimitiveMemberDeserialization; com.google.gson.functional.ObjectTest::testSingletonLists; com.google.gson.functional.ObjectTest::testPrimitiveArrayInAnObjectDeserialization; com.google.gson.functional.ObjectTest::testStringFieldWithEmptyValueDeserialization; com.google.gson.functional.ObjectTest::testClassWithTransientFieldsDeserializationTransientFieldsPassedInJsonAreIgnored; com.google.gson.functional.ObjectTest::testArrayOfObjectsDeserialization; com.google.gson.functional.ObjectTest::testNullPrimitiveFieldsDeserialization; com.google.gson.functional.ObjectTest::testPrivateNoArgConstructorDeserialization; com.google.gson.functional.ObjectTest::testBagOfPrimitiveWrappersDeserialization; com.google.gson.functional.ObjectTest::testBagOfPrimitivesDeserialization; com.google.gson.functional.ObjectTest::testNullArraysDeserialization; com.google.gson.functional.ObjectTest::testClassWithTransientFieldsDeserialization; com.google.gson.functional.ObjectTest::testJsonInMixedQuotesDeserialization; com.google.gson.functional.ObjectTest::testObjectFieldNamesWithoutQuotesDeserialization; com.google.gson.functional.ObjectTest::testStringFieldWithNumberValueDeserialization; com.google.gson.functional.ObjectTest::testJsonInSingleQuotesDeserialization; com.google.gson.functional.ObjectTest::testClassWithNoFieldsDeserialization; com.google.gson.functional.ObjectTest::testArrayOfArraysDeserialization; com.google.gson.functional.ObjectTest::testNullFieldsDeserialization; com.google.gson.functional.ObjectTest::testEmptyCollectionInAnObjectDeserialization; com.google.gson.functional.ObjectTest::testNullObjectFieldsDeserialization; com.google.gson.functional.ObjectTest::testNestedDeserialization; com.google.gson.functional.ObjectTest::testInnerClassDeserialization; com.google.gson.functional.ParameterizedTypesTest::testVariableTypeArrayDeserialization; com.google.gson.functional.ParameterizedTypesTest::testDeepParameterizedTypeDeserialization; com.google.gson.functional.ParameterizedTypesTest::testVariableTypeDeserialization; com.google.gson.functional.ParameterizedTypesTest::testParameterizedTypeWithReaderDeserialization; com.google.gson.functional.ParameterizedTypesTest::testVariableTypeFieldsAndGenericArraysDeserialization; com.google.gson.functional.ParameterizedTypesTest::testParameterizedTypeGenericArraysDeserialization; com.google.gson.functional.ParameterizedTypesTest::testParameterizedTypeWithVariableTypeDeserialization; com.google.gson.functional.ParameterizedTypesTest::testParameterizedTypeDeserialization; com.google.gson.functional.ParameterizedTypesTest::testParameterizedTypesWithCustomDeserializer; com.google.gson.functional.ParameterizedTypesTest::testTypesWithMultipleParametersDeserialization; com.google.gson.functional.PrimitiveCharacterTest::testPrimitiveCharacterAutoboxedDeserialization; com.google.gson.functional.PrimitiveTest::testLongAsStringDeserialization; com.google.gson.functional.PrimitiveTest::testSmallValueForBigDecimalDeserialization; com.google.gson.functional.PrimitiveTest::testDeserializingBigDecimalAsFloat; com.google.gson.functional.PrimitiveTest::testNumberDeserialization; com.google.gson.functional.PrimitiveTest::testUnquotedStringDeserializationFails; com.google.gson.functional.PrimitiveTest::testDeserializingBigIntegerAsBigDecimal; com.google.gson.functional.PrimitiveTest::testQuotedStringSerializationAndDeserialization; com.google.gson.functional.PrimitiveTest::testReallyLongValuesDeserialization; com.google.gson.functional.PrimitiveTest::testSmallValueForBigIntegerDeserialization; com.google.gson.functional.PrimitiveTest::testNegativeInfinityFloatDeserialization; com.google.gson.functional.PrimitiveTest::testLargeDoubleDeserialization; com.google.gson.functional.PrimitiveTest::testValueVeryCloseToZeroIsZero; com.google.gson.functional.PrimitiveTest::testBigDecimalDeserialization; com.google.gson.functional.PrimitiveTest::testPrimitiveLongAutoboxedDeserialization; com.google.gson.functional.PrimitiveTest::testNegativeInfinityDeserialization; com.google.gson.functional.PrimitiveTest::testBigDecimalAsStringRepresentationDeserialization; com.google.gson.functional.PrimitiveTest::testByteDeserialization; com.google.gson.functional.PrimitiveTest::testPrimitiveIntegerAutoboxedDeserialization; com.google.gson.functional.PrimitiveTest::testDoubleNoFractAsStringRepresentationDeserialization; com.google.gson.functional.PrimitiveTest::testDeserializingBigDecimalAsDouble; com.google.gson.functional.PrimitiveTest::testBigIntegerDeserialization; com.google.gson.functional.PrimitiveTest::testBigDecimalNoFractAsStringRepresentationDeserialization; com.google.gson.functional.PrimitiveTest::testFloatNaNDeserialization; com.google.gson.functional.PrimitiveTest::testDoubleNaNDeserialization; com.google.gson.functional.PrimitiveTest::testPrimitiveDoubleAutoboxedDeserialization; com.google.gson.functional.PrimitiveTest::testDeserializingDecimalPointValueZeroSucceeds; com.google.gson.functional.PrimitiveTest::testDeserializePrimitiveWrapperAsObjectField; com.google.gson.functional.PrimitiveTest::testPrimitiveClassLiteral; com.google.gson.functional.PrimitiveTest::testDoubleInfinityDeserialization; com.google.gson.functional.PrimitiveTest::testBigDecimalPreservePrecisionDeserialization; com.google.gson.functional.PrimitiveTest::testBooleanDeserialization; com.google.gson.functional.PrimitiveTest::testFloatInfinityDeserialization; com.google.gson.functional.PrimitiveTest::testDoubleAsStringRepresentationDeserialization; com.google.gson.functional.ReadersWritersTest::testReaderForDeserialization; com.google.gson.functional.ReadersWritersTest::testReadWriteTwoObjects; com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest::testSubclassesAutomaticallySerialzed; com.google.gson.functional.SecurityTest::testNonExecutableJsonDeserialization; com.google.gson.functional.SecurityTest::testJsonWithNonExectuableTokenWithRegularGsonDeserialization; com.google.gson.functional.SecurityTest::testJsonWithNonExectuableTokenWithConfiguredGsonDeserialization; com.google.gson.functional.SerializedNameTest::testMultipleNamesDeserializedCorrectly; com.google.gson.functional.SerializedNameTest::testMultipleNamesInTheSameString; com.google.gson.functional.StreamingTypeAdaptersTest::testNullSafe; com.google.gson.functional.StringTest::testStringValueDeserialization; com.google.gson.functional.StringTest::testSingleQuoteInStringSerialization; com.google.gson.functional.StringTest::testEscapingQuotesInStringSerialization; com.google.gson.functional.StringTest::testStringWithEscapedSlashDeserialization; com.google.gson.functional.StringTest::testSingleQuoteInStringDeserialization; com.google.gson.functional.StringTest::testAssignmentCharDeserialization; com.google.gson.functional.StringTest::testEscapingQuotesInStringDeserialization; com.google.gson.functional.StringTest::testEscapedCtrlRInStringDeserialization; com.google.gson.functional.StringTest::testJavascriptKeywordsInStringDeserialization; com.google.gson.functional.StringTest::testEscapedCtrlNInStringDeserialization; com.google.gson.functional.StringTest::testEscapedBackslashInStringDeserialization; com.google.gson.functional.ThrowableFunctionalTest::testErrorWithoutCause; com.google.gson.functional.ThrowableFunctionalTest::testExceptionWithCause; com.google.gson.functional.ThrowableFunctionalTest::testExceptionWithoutCause; com.google.gson.functional.ThrowableFunctionalTest::testErrornWithCause; com.google.gson.functional.TreeTypeAdaptersTest::testDeserializeId; com.google.gson.functional.TypeAdapterPrecedenceTest::testStreamingFollowedByNonstreaming; com.google.gson.functional.TypeAdapterPrecedenceTest::testSerializeNonstreamingTypeAdapterFollowedByStreamingTypeAdapter; com.google.gson.functional.TypeAdapterPrecedenceTest::testNonstreamingFollowedByNonstreaming; com.google.gson.functional.TypeAdapterPrecedenceTest::testStreamingHierarchicalFollowedByNonstreaming; com.google.gson.functional.TypeAdapterPrecedenceTest::testStreamingFollowedByStreaming; com.google.gson.functional.TypeAdapterPrecedenceTest::testNonstreamingHierarchicalFollowedByNonstreaming; com.google.gson.functional.TypeAdapterPrecedenceTest::testStreamingHierarchicalFollowedByNonstreamingHierarchical; com.google.gson.functional.TypeAdapterPrecedenceTest::testStreamingFollowedByNonstreamingHierarchical; com.google.gson.functional.TypeHierarchyAdapterTest::testTypeHierarchy; com.google.gson.functional.TypeHierarchyAdapterTest::testRegisterSuperTypeFirst; com.google.gson.functional.TypeVariableTest::testBasicTypeVariables; com.google.gson.functional.TypeVariableTest::testAdvancedTypeVariables; com.google.gson.functional.TypeVariableTest::testTypeVariablesViaTypeParameter; com.google.gson.functional.UncategorizedTest::testGsonInstanceReusableForSerializationAndDeserialization; com.google.gson.functional.UncategorizedTest::testReturningDerivedClassesDuringDeserialization; com.google.gson.functional.VersioningTest::testVersionedGsonMixingSinceAndUntilDeserialization; com.google.gson.functional.VersioningTest::testVersionedClassesDeserialization; com.google.gson.functional.VersioningTest::testVersionedUntilDeserialization; com.google.gson.functional.VersioningTest::testVersionedGsonWithUnversionedClassesDeserialization; com.google.gson.internal.bind.JsonElementReaderTest::testNestedObjects; com.google.gson.internal.bind.JsonElementReaderTest::testEmptyObject; com.google.gson.internal.bind.JsonElementReaderTest::testObject; com.google.gson.stream.JsonReaderPathTest::testObjectPath; com.google.gson.stream.JsonReaderTest::testTopLevelValueTypeWithSkipValue; com.google.gson.stream.JsonReaderTest::testStrictVeryLongNumber; com.google.gson.stream.JsonReaderTest::testSkipArray; com.google.gson.stream.JsonReaderTest::testBomForbiddenAsOtherCharacterInDocument; com.google.gson.stream.JsonReaderTest::testStrictNonFiniteDoublesWithSkipValue; com.google.gson.stream.JsonReaderTest::testReadObject; com.google.gson.stream.JsonReaderTest::testStrictUnquotedStringsWithSkipValue; com.google.gson.stream.JsonReaderTest::testSkipDouble; com.google.gson.stream.JsonReaderTest::testSkipObject; com.google.gson.stream.JsonReaderTest::testTopLevelValueTypes; com.google.gson.stream.JsonReaderTest::testSkipObjectAfterPeek; com.google.gson.stream.JsonReaderTest::testEmptyStringName; com.google.gson.stream.JsonReaderTest::testSkipInteger; com.google.gson.stream.JsonReaderTest::testSkipTopLevelQuotedString; com.google.gson.stream.JsonReaderTest::testSkipArrayAfterPeek; com.google.gson.stream.JsonReaderTest::testDeeplyNestedObjects; com.google.gson.stream.JsonReaderTest::testNextFailuresDoNotAdvance; com.google.gson.stream.JsonReaderTest::testReadEmptyObject; com.google.gson.stream.JsonReaderTest::testSkipTopLevelObject; com.google.gson.stream.JsonReaderTest::testStrictUnquotedStrings; com.google.gson.stream.JsonReaderTest::testSkipTopLevelUnquotedString; com.google.gson.stream.JsonReaderTest::testHelloWorld; com.google.gson.stream.JsonWriterTest::testTopLevelValueTypes
Closure-143,Yes,No,No,
Jsoup-21,No,Yes,No,org.jsoup.select.SelectorTest::mixCombinatorGroup
Jsoup-65,Yes,No,No,
Chart-14,No,Yes,No,org.jfree.data.time.junit.MonthTests::testParseMonth
Time-2,No,Yes,No,org.joda.time.TestPartial_Basics::testToString5; org.joda.time.TestPartial_Basics::testWith3e; org.joda.time.TestPartial_Basics::testWith3f; org.joda.time.TestPartial_Basics::testGetFormatter2
Gson-9,Yes,No,No,
Math-6,No,Yes,No,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest::testTrivial; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testConstrainedRosen; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testElliRotated; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testEllipse; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testTwoAxes; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigar; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testRosen; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testRastrigin; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testDiagonalRosen; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testSsDiffPow; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testMaximize; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testAckley; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigTab; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testDiffPow; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testSphere; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testTablet; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigarWithBoundaries; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest::testSumSinc; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMaximize1; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMaximize2; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMinimize1; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMinimize2; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMaximize1; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMaximize2; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMinimize1; org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMinimize2; org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest::testGetIterations; org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest::testGetIterations
Jsoup-22,Yes,No,No,
JacksonDatabind-65,Yes,No,No,
JacksonDatabind-30,No,Yes,No,com.fasterxml.jackson.databind.failing.JacksonTest; com.fasterxml.jackson.databind.failing.JacksonTest; com.fasterxml.jackson.databind.jsontype.TestExternalId::testBigDecimal965
Compress-33,Yes,No,No,
JacksonCore-18,Yes,No,No,
Math-14,Yes,No,No,
Codec-13,Yes,No,No,
Closure-54,No,No,Yes,
