bug,function_name,count,command
Closure-53,run_shell_command,1,"find /Users/danielding/Desktop/example_dir/Closure_53/build/test -name ""InlineObjectLiteralsTest.class"""
Closure-53,run_shell_command,1,git diff
Closure-53,write_file,1,
Closure-54,glob,2,
Closure-54,maple_find_class,7,
Closure-54,read_file,12,
Closure-54,replace,21,
Closure-54,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-54,run_shell_command,18,defects4j compile
Closure-54,run_shell_command,16,defects4j test
Closure-54,run_shell_command,1,git checkout /Users/danielding/Desktop/example_dir/Closure_54/src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure-54,search_file_content,2,
Closure-68,glob,2,
Closure-68,maple_find_class,2,
Closure-68,maple_find_method_in_class,1,
Closure-68,maple_find_method_in_file,1,
Closure-68,read_file,14,
Closure-68,replace,10,
Closure-68,run_shell_command,2,./run_bug_exposing_tests.sh
Closure-68,run_shell_command,6,defects4j compile
Closure-68,run_shell_command,3,defects4j test
Closure-68,run_shell_command,5,defects4j test -t com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testIssue477
Closure-68,run_shell_command,1,git diff > /Users/danielding/Desktop/example_dir/Closure_68/fix_closure_68.patch
Closure-68,search_file_content,4,
Closure-75,glob,1,
Closure-75,maple_find_class,1,
Closure-75,maple_find_method,1,
Closure-75,maple_find_method_in_class,1,
Closure-75,read_file,6,
Closure-75,replace,62,
Closure-75,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-75,run_shell_command,31,defects4j compile
Closure-75,run_shell_command,1,defects4j test
Closure-75,run_shell_command,30,defects4j test -t com.google.javascript.jscomp.PeepholeFoldConstantsTest::testIEString
Closure-90,glob,2,
Closure-90,maple_find_class,1,
Closure-90,read_file,16,
Closure-90,replace,43,
Closure-90,run_shell_command,1,./run_all_tests_trace.sh
Closure-90,run_shell_command,2,./run_bug_exposing_tests.sh
Closure-90,run_shell_command,2,defects4j compile
Closure-90,run_shell_command,20,defects4j test
Closure-90,search_file_content,10,
Closure-99,glob,1,
Closure-99,maple_find_class,1,
Closure-99,read_file,11,
Closure-99,replace,80,
Closure-99,run_shell_command,1,./run_bug_exposing_tests.sh
Closure-99,run_shell_command,50,defects4j compile
Closure-99,run_shell_command,21,defects4j test
Closure-99,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CheckGlobalThisTest
Closure-99,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CheckGlobalThisTest::testInterface1
Closure-99,run_shell_command,1,defects4j test -t com.google.javascript.jscomp.CheckGlobalThisTest::testMethod4
Closure-99,run_shell_command,23,defects4j test -t com.google.javascript.jscomp.CheckGlobalThisTest::testPropertyOfMethod
Codec-13,list_directory,1,
Codec-13,maple_find_method,3,
Codec-13,read_file,5,
Codec-13,replace,1,
Codec-13,run_shell_command,3,./run_bug_exposing_tests.sh
Codec-13,run_shell_command,2,defects4j compile
Codec-13,run_shell_command,1,defects4j test
Codec-13,run_shell_command,1,git diff HEAD
Compress-33,glob,4,
Compress-33,google_web_search,1,zlib header format
Compress-33,maple_find_class,3,
Compress-33,maple_find_method,1,
Compress-33,maple_find_method_in_class,1,
Compress-33,read_file,11,
Compress-33,replace,5,
Compress-33,run_shell_command,1,./run_all_tests_trace.sh
Compress-33,run_shell_command,1,./run_bug_exposing_tests.sh
Compress-33,run_shell_command,5,defects4j compile
Compress-33,run_shell_command,1,defects4j export -p cp.test
Compress-33,run_shell_command,2,defects4j test
Compress-33,run_shell_command,2,defects4j test -t org.apache.commons.compress.compressors.DetectCompressorTestCase::testDetection
Compress-33,run_shell_command,1,defects4j test -t org.apache.commons.compress.compressors.DetectCompressorTestCase::testDetection > test_debug_output.log 2>&1
Compress-33,run_shell_command,1,defects4j test > defects4j_test_output.log 2>&1
Compress-33,run_shell_command,1,git diff
Compress-33,run_shell_command,2,java -cp /Users/danielding/Desktop/defects4j/framework/projects/Compress/lib/junit/junit/4.12/junit-4.12.jar:/Users/danielding/Desktop/defects4j/framework/projects/Compress/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/defects4j/framework/projects/Compress/lib/org/tukaani/xz/1.5/xz-1.5.jar:/Users/danielding/Desktop/example_dir/Compress_33/target/classes:/Users/danielding/Desktop/example_dir/Compress_33/target/test-classes org.junit.runner.JUnitCore org.apache.commons.compress.compressors.DetectCompressorTestCase > debug_output_direct.log 2>&1
Compress-33,search_file_content,1,
Gson-1,glob,1,
Gson-1,maple_find_class,4,
Gson-1,maple_find_code,1,
Gson-1,maple_find_method_in_class,3,
Gson-1,read_file,11,
Gson-1,replace,10,
Gson-1,run_shell_command,1,./run_all_tests_trace.sh
Gson-1,run_shell_command,3,./run_bug_exposing_tests.sh
Gson-1,run_shell_command,7,defects4j compile
Gson-1,run_shell_command,5,defects4j test
Gson-1,run_shell_command,1,defects4j test -t com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateDeserialization
Gson-1,run_shell_command,1,git diff > /Users/danielding/Desktop/example_dir/Gson_1/fix.patch
Gson-4,maple_find_code,2,
Gson-4,maple_find_method,6,
Gson-4,read_file,26,
Gson-4,replace,87,
Gson-4,run_shell_command,7,./run_bug_exposing_tests.sh
Gson-4,run_shell_command,14,defects4j compile
Gson-4,run_shell_command,1,defects4j test
Gson-4,run_shell_command,13,defects4j test -t com.google.gson.stream.JsonReaderTest::testTopLevelValueTypeWithSkipValue && defects4j test -t com.google.gson.stream.JsonReaderTest::testTopLevelValueTypes && defects4j test -t com.google.gson.stream.JsonWriterTest::testTopLevelValueTypes
Gson-4,run_shell_command,5,git restore gson/src/main/java/com/google/gson/stream/JsonReader.java
Gson-4,run_shell_command,2,git restore gson/src/main/java/com/google/gson/stream/JsonReader.java gson/src/main/java/com/google/gson/stream/JsonWriter.java
Gson-4,run_shell_command,1,git status
Gson-4,search_file_content,2,
Gson-9,glob,1,
Gson-9,maple_find_class,1,
Gson-9,maple_find_method_in_class,1,
Gson-9,maple_find_method_in_file,2,
Gson-9,read_file,4,
Gson-9,replace,5,
Gson-9,run_shell_command,1,./run_bug_exposing_tests.sh
Gson-9,run_shell_command,5,defects4j compile
Gson-9,run_shell_command,5,defects4j test
Gson-9,run_shell_command,1,git diff
JacksonCore-10,google_web_search,1,Defects4J add external jar to classpath for tests
JacksonCore-10,google_web_search,1,download jackson-annotations 2.6.1 jar
JacksonCore-10,google_web_search,1,download jackson-databind 2.6.1 jar
JacksonCore-10,maple_find_code,2,
JacksonCore-10,maple_find_method,6,
JacksonCore-10,read_file,15,
JacksonCore-10,replace,14,
JacksonCore-10,run_shell_command,1,./run_bug_exposing_tests.sh
JacksonCore-10,run_shell_command,1,/Users/danielding/Desktop/defects4j/major/bin/ant -f /Users/danielding/Desktop/example_dir/JacksonCore_10/build.xml compile.tests
JacksonCore-10,run_shell_command,1,"CP=$(cat classpath.txt) && java -cp ""${CP}"" org.junit.runner.JUnitCore com.fasterxml.jackson.core.sym.UTF8ByteStreamTest"
JacksonCore-10,run_shell_command,1,ant -f /Users/danielding/Desktop/example_dir/JacksonCore_10/build.xml compile.tests
JacksonCore-10,run_shell_command,1,curl -o /Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-annotations-2.6.1.jar https://repo1.maven.org/maven2/com/fasterxml/jackson/core/jackson-annotations/2.6.1/jackson-annotations-2.6.1.jar
JacksonCore-10,run_shell_command,1,defects4j classpath
JacksonCore-10,run_shell_command,8,defects4j compile
JacksonCore-10,run_shell_command,2,defects4j export -p cp.test -o classpath.txt
JacksonCore-10,run_shell_command,3,defects4j test
JacksonCore-10,run_shell_command,1,defects4j test -t com.fasterxml.jackson.core.sym.TestSymbolTables::testCollisionsWithBytesNew187b
JacksonCore-10,run_shell_command,1,"find /Users/danielding/Desktop/defects4j -name ""ant"" -type f"
JacksonCore-10,run_shell_command,1,"find /Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes -name ""UTF8ByteStreamTest.class"""
JacksonCore-10,run_shell_command,1,git diff
JacksonCore-10,run_shell_command,1,"java -cp ""/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/lib:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/com/fasterxml/jackson/core/jackson-databind/2.6.1/jackson-databind-2.6.1.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/classes:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes:/Users/danielding/Desktop/defects4j/framework/projects/lib/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.12/junit-4.12.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.8.2/junit-4.8.2.jar"" org.junit.runner.JUnitCore com.fasterxml.jackson.core.sym.TestSymbolTables > test_output.log 2>&1"
JacksonCore-10,run_shell_command,1,"java -cp ""/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/lib:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/com/fasterxml/jackson/core/jackson-databind/2.6.1/jackson-databind-2.6.1.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/classes:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes:/Users/danielding/Desktop/defects4j/framework/projects/lib/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.12/junit-4.12.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.8.2/junit-4.8.2.jar"" org.junit.runner.JUnitCore com.fasterxml.jackson.core.sym.UTF8ByteStreamTest"
JacksonCore-10,run_shell_command,1,"java -cp ""/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/lib:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/com/fasterxml/jackson/core/jackson-databind/2.6.1/jackson-databind-2.6.1.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/classes:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes:/Users/danielding/Desktop/defects4j/framework/projects/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.12/junit-4.12.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.8.2/junit-4.8.2.jar"" org.junit.runner.JUnitCore com.fasterxml.jackson.core.sym.TestSymbolTables > test_output_with_prints.log 2>&1"
JacksonCore-10,run_shell_command,2,"java -cp ""/Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-databind-2.6.1.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-annotations-2.6.1.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/classes:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes"" org.junit.runner.JUnitCore com.fasterxml.jackson.core.sym.UTF8ByteStreamTest"
JacksonCore-10,run_shell_command,1,"java -cp ""/Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-databind-2.6.1.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-annotations-2.6.1.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/classes:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes"" org.junit.runner.JUnitCore com.fasterxml.jackson.core.sym.UTF8ByteStreamTest"
JacksonCore-10,run_shell_command,2,"javac -cp ""/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/lib:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/com/fasterxml/jackson/core/jackson-databind/2.6.1/jackson-databind-2.6.1.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/classes:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes:/Users/danielding/Desktop/defects4j/framework/projects/lib/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.12/junit-4.12.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.8.2/junit-4.8.2.jar"" -d /Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes /Users/danielding/Desktop/example_dir/JacksonCore_10/src/test/java/com/fasterxml/jackson/core/sym/UTF8ByteStreamTest.java"
JacksonCore-10,run_shell_command,1,"javac -cp ""/Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-databind-2.6.1.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-annotations-2.6.1.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonCore/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/classes:/Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes"" -d /Users/danielding/Desktop/example_dir/JacksonCore_10/target/test-classes /Users/danielding/Desktop/example_dir/JacksonCore_10/src/test/java/com/fasterxml/jackson/core/sym/UTF8ByteStreamTest.java"
JacksonCore-10,run_shell_command,1,ls -l /Users/danielding/Desktop/example_dir/JacksonCore_10/lib
JacksonCore-10,run_shell_command,1,mkdir -p /Users/danielding/Desktop/example_dir/JacksonCore_10/lib && curl -o /Users/danielding/Desktop/example_dir/JacksonCore_10/lib/jackson-databind-2.6.1.jar https://repo1.maven.org/maven2/com/fasterxml/jackson/core/jackson-databind/2.6.1/jackson-databind-2.6.1.jar
JacksonCore-10,run_shell_command,1,mvn install
JacksonCore-10,run_shell_command,1,rm /Users/danielding/Desktop/example_dir/JacksonCore_10/src/test/java/com/fasterxml/jackson/core/sym/UTF8ByteStreamTest.java
JacksonCore-10,write_file,1,
JacksonCore-18,maple_extract_class_skeleton,1,
JacksonCore-18,maple_find_class,3,
JacksonCore-18,maple_find_method,1,
JacksonCore-18,maple_find_method_in_file,1,
JacksonCore-18,read_file,20,
JacksonCore-18,replace,12,
JacksonCore-18,run_shell_command,3,./run_bug_exposing_tests.sh
JacksonCore-18,run_shell_command,8,defects4j compile
JacksonCore-18,run_shell_command,7,defects4j test
JacksonCore-18,run_shell_command,1,defects4j test -t com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures::testTooBigBigDecimal > /Users/danielding/Desktop/example_dir/JacksonCore_18/test_trace.log 2>&1
JacksonCore-18,run_shell_command,2,git diff
JacksonCore-21,glob,1,
JacksonCore-21,maple_extract_class_skeleton,2,
JacksonCore-21,maple_find_class,1,
JacksonCore-21,read_file,5,
JacksonCore-21,replace,1,
JacksonCore-21,run_shell_command,1,./run_bug_exposing_tests.sh
JacksonCore-21,run_shell_command,2,defects4j compile
JacksonCore-21,run_shell_command,1,defects4j test
JacksonCore-21,run_shell_command,1,defects4j test -t com.fasterxml.jackson.core.filter.TokenVerifyingParserFiltering330Test
JacksonCore-21,run_shell_command,2,defects4j test -t com.fasterxml.jackson.core.filter.TokenVerifyingParserFiltering330Test::testBasicSingleMatchFilteringWithPath
JacksonCore-21,run_shell_command,1,git diff
JacksonDatabind-20,glob,1,
JacksonDatabind-20,maple_find_class,1,
JacksonDatabind-20,maple_find_code,2,
JacksonDatabind-20,read_file,29,
JacksonDatabind-20,replace,46,
JacksonDatabind-20,run_shell_command,2,./run_bug_exposing_tests.sh
JacksonDatabind-20,run_shell_command,14,defects4j compile
JacksonDatabind-20,run_shell_command,9,defects4j test -t com.fasterxml.jackson.databind.failing.TestPropertyNamingStrategyIssue20::reproducer
JacksonDatabind-20,write_file,1,
JacksonDatabind-30,maple_extract_class_skeleton,1,
JacksonDatabind-30,maple_find_class,1,
JacksonDatabind-30,maple_find_code,3,
JacksonDatabind-30,read_file,33,
JacksonDatabind-30,replace,54,
JacksonDatabind-30,run_shell_command,1,./run_bug_exposing_tests.sh
JacksonDatabind-30,run_shell_command,18,defects4j compile
JacksonDatabind-30,run_shell_command,12,defects4j test -t com.fasterxml.jackson.databind.failing.JacksonTest::test
JacksonDatabind-30,run_shell_command,1,java -cp /Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/com/fasterxml/jackson/core/jackson-annotations/2.6.0/jackson-annotations-2.6.0.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/com/fasterxml/jackson/core/jackson-core/2.6.2/jackson-core-2.6.2.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/example_dir/JacksonDatabind_30/target/classes:/Users/danielding/Desktop/example_dir/JacksonDatabind_30/target/test-classes org.junit.runner.JUnitCore com.fasterxml.jackson.databind.failing.JacksonTest > /Users/danielding/.gemini/tmp/d2c69d001c8cbad906e11a1073bfb003b58ed9d31190b2ecc38543a18f744fdf/test_output.log 2>&1
JacksonDatabind-30,run_shell_command,1,java -cp /Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/com/fasterxml/jackson/core/jackson-annotations/2.6.0/jackson-annotations-2.6.0.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/com/fasterxml/jackson/core/jackson-core/2.6.2/jackson-core-2.6.2.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/danielding/Desktop/example_dir/JacksonDatabind_30/target/classes:/Users/danielding/Desktop/example_dir/JacksonDatabind_30/target/test-classes org.junit.runner.JUnitCore com.fasterxml.jackson.databind.jsontype.TestExternalId > /Users/danielding/.gemini/tmp/d2c69d001c8cbad906e11a1073bfb003b58ed9d31190b2ecc38543a18f744fdf/test_external_id_output.log 2>&1
JacksonDatabind-30,run_shell_command,1,java -cp /Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/com/fasterxml/jackson/core/jackson-annotations/2.6.0/jackson-annotations-2.6.0.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/com/fasterxml/jackson/core/jackson-core/2.6.2/jackson-core-2.6.2.jar:/Users/danielding/Desktop/defects4j/framework/projects/JacksonDatabind/lib/junit/junit/4.11/junit-4.11.jar:/Users/danielding/Desktop/example_dir/JacksonDatabind_30/target/classes:/Users/danielding/Desktop/example_dir/JacksonDatabind_30/target/test-classes org.junit.runner.JUnitCore com.fasterxml.jackson.databind.failing.JacksonTest > /Users/danielding/.gemini/tmp/d2c69d001c8cbad906e11a1073bfb003b58ed9d31190b2ecc38543a18f744fdf/test_output.log 2>&1
