bug,status,path
JacksonDatabind_20,miss,src/test/java/com/fasterxml/jackson/databind/failing/TestPropertyNamingStrategyIssue20.java
JacksonDatabind_30,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/NumberDeserializers.java
JacksonDatabind_30,miss,src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeDeserializer.java
JacksonDatabind_30,miss,src/test/java/com/fasterxml/jackson/databind/failing/JacksonTest.java
JacksonDatabind_65,match,src/main/java/com/fasterxml/jackson/databind/introspect/BasicBeanDescription.java
Jsoup_21,match,src/main/java/org/jsoup/select/QueryParser.java
Jsoup_22,match,src/main/java/org/jsoup/nodes/Element.java
Jsoup_22,match,src/main/java/org/jsoup/nodes/Node.java
Jsoup_31,match,src/main/java/org/jsoup/parser/Token.java
Jsoup_31,match,src/main/java/org/jsoup/parser/TokeniserState.java
Jsoup_31,match,src/main/java/org/jsoup/parser/XmlTreeBuilder.java
Jsoup_31,miss,src/main/java/org/jsoup/nodes/XmlDeclaration.java
Jsoup_31,miss,src/main/java/org/jsoup/parser/Tokeniser.java
Jsoup_31,miss,src/test/java/org/jsoup/parser/XmlTreeBuilderTest.java
Jsoup_42,match,src/main/java/org/jsoup/nodes/FormElement.java
Jsoup_65,match,src/main/java/org/jsoup/parser/HtmlTreeBuilderState.java
Lang_27,match,src/main/java/org/apache/commons/lang3/math/NumberUtils.java
Lang_65,match,src/java/org/apache/commons/lang/time/DateUtils.java
Math_14,match,src/main/java/org/apache/commons/math3/optim/nonlinear/vector/Weight.java
Math_14,match,src/main/java/org/apache/commons/math3/optim/nonlinear/vector/jacobian/AbstractLeastSquaresOptimizer.java
Math_6,miss,src/test/java/org/apache/commons/math3/optim/nonlinear/vector/jacobian/LevenbergMarquardtOptimizerTest.java
Math_77,match,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java
Math_77,match,src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java
Math_93,match,src/java/org/apache/commons/math/util/MathUtils.java
Mockito_16,match,src/org/mockito/internal/MockitoCore.java
Mockito_16,miss,src/org/mockito/internal/MockHandler.java
Mockito_16,miss,src/org/mockito/internal/progress/MockingProgress.java
Mockito_16,miss,src/org/mockito/internal/progress/MockingProgressImpl.java
Mockito_16,miss,src/org/mockito/internal/progress/ThreadSafeMockingProgress.java
Mockito_16,miss,src/org/mockito/internal/stubbing/defaultanswers/ReturnsMocks.java
Mockito_17,match,src/org/mockito/internal/creation/MockSettingsImpl.java
Mockito_21,match,src/org/mockito/internal/creation/instance/ConstructorInstantiator.java
Mockito_30,match,src/org/mockito/exceptions/Reporter.java
Mockito_30,match,src/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java
Time_2,match,src/main/java/org/joda/time/Partial.java
Time_23,match,src/main/java/org/joda/time/DateTimeZone.java
