bug_id,localization
JacksonDatabind-15,0
JacksonDatabind-18,1
JacksonDatabind-20,0
JacksonDatabind-21,1
JacksonDatabind-22,0
JacksonDatabind-23,1
JacksonDatabind-25,0
JacksonDatabind-29,1
JacksonDatabind-30,0
JacksonDatabind-31,1
JacksonDatabind-32,1
JacksonDatabind-36,1
JacksonDatabind-38,1
JacksonDatabind-41,1
JacksonDatabind-43,1
JacksonDatabind-48,0
JacksonDatabind-50,1
JacksonDatabind-52,1
JacksonDatabind-53,0
JacksonDatabind-54,1
JacksonDatabind-55,1
JacksonDatabind-56,1
JacksonDatabind-59,0
JacksonDatabind-60,1
JacksonDatabind-61,0
JacksonDatabind-65,0
JacksonDatabind-66,1
JacksonDatabind-68,1
JacksonDatabind-69,0
JacksonDatabind-72,1
JacksonDatabind-73,0
JacksonDatabind-75,1
JacksonDatabind-77,0
JacksonDatabind-78,0
JacksonDatabind-79,0
JacksonDatabind-80,1
JacksonDatabind-81,1
JacksonDatabind-87,1
JacksonDatabind-90,0
JacksonDatabind-94,1
JacksonDatabind-95,0
JacksonDatabind-103,0
JacksonDatabind-104,1
JacksonDatabind-105,0
JacksonDatabind-108,1
JacksonDatabind-109,0
JacksonDatabind-110,1
JacksonDatabind-111,0
JacksonXml-1,1
JacksonXml-6,1
Jsoup-3,0
Jsoup-4,1
Jsoup-7,1
Jsoup-11,1
Jsoup-12,1
Jsoup-14,1
Jsoup-16,1
Jsoup-18,1
Jsoup-21,0
Jsoup-22,0
Jsoup-23,1
Jsoup-28,0
Jsoup-29,1
Jsoup-30,1
Jsoup-31,0
Jsoup-36,1
Jsoup-42,1
Jsoup-50,1
Jsoup-52,0
Jsoup-56,1
Jsoup-58,0
Jsoup-59,1
Jsoup-60,1
Jsoup-63,1
Jsoup-65,0
Jsoup-66,1
Jsoup-67,1
Jsoup-71,1
Jsoup-73,1
Jsoup-74,1
Jsoup-78,0
Jsoup-79,1
Jsoup-81,1
Jsoup-83,1
Jsoup-87,0
Jsoup-91,0
Jsoup-92,0
JxPath-1,0
JxPath-2,1
JxPath-3,0
JxPath-4,1
JxPath-7,1
JxPath-9,0
JxPath-11,1
JxPath-13,0
JxPath-15,1
JxPath-16,1
JxPath-17,1
JxPath-18,1
JxPath-19,1
JxPath-20,1
Lang-4,1
Lang-5,1
Lang-7,1
Lang-8,1
Lang-13,1
Lang-15,1
Lang-19,1
Lang-20,1
Lang-23,1
Lang-27,1
Lang-30,1
Lang-32,1
Lang-34,1
Lang-35,1
Lang-36,1
Lang-41,1
Lang-46,1
Lang-47,1
Lang-50,1
Lang-56,1
Lang-60,1
Lang-62,1
Lang-63,1
Lang-64,1
Lang-65,1
Math-1,1
Math-4,1
Math-6,1
Math-7,1
Math-12,1
Math-14,1
Math-15,1
Math-16,1
Math-18,1
Math-21,1
Math-22,1
Math-23,1
Math-24,1
Math-26,1
Math-28,1
Math-29,1
Math-31,1
Math-35,1
Math-36,1
Math-37,1
Math-38,1
Math-44,1
Math-46,1
Math-47,1
Math-49,1
Math-52,1
Math-54,1
Math-55,1
Math-61,1
Math-62,1
Math-64,1
Math-65,1
Math-66,1
Math-68,1
Math-71,1
Math-72,1
Math-76,1
Math-77,1
Math-78,1
Math-81,1
Math-83,1
Math-84,1
Math-86,1
Math-90,1
Math-92,1
Math-93,1
Math-98,1
Math-99,1
Math-100,1
Math-106,1
Mockito-2,1
Mockito-3,1
Mockito-4,1
Mockito-6,1
Mockito-9,1
Mockito-10,1
Mockito-14,1
Mockito-15,1
Mockito-16,0
Mockito-17,0
Mockito-19,0
Mockito-20,1
Mockito-21,1
Mockito-23,1
Mockito-25,1
Mockito-30,1
Mockito-31,1
Mockito-32,1
Mockito-35,1
Mockito-36,1
Time-1,0
Time-2,0
Time-3,1
Time-6,1
Time-9,1
Time-10,1
Time-12,1
Time-13,1
Time-23,1
Time-26,0
JacksonXml-2,1
