bug,tool,command,parsed_command,category
chart_18,Bash,defects4j test -t org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,defects4j test,TEST
chart_18,TodoWrite,,TodoWrite,WRITE
chart_18,Bash,defects4j test,defects4j test,TEST
chart_18,TodoWrite,,TodoWrite,WRITE
chart_19,TodoWrite,,TodoWrite,WRITE
chart_19,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_19,Bash,ls -lt bug_triggering_tests*.log | head -1,ls,SEARCH_FILES
chart_19,Bash,ls -lt bug_triggering_tests*.log | head -1,head,READ
chart_19,Read,,Read,READ
chart_19,Bash,defects4j compile,defects4j compile,BUILD
chart_19,Bash,defects4j test,defects4j test,TEST
chart_19,TodoWrite,,TodoWrite,WRITE
chart_19,Bash,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,defects4j test,TEST
chart_19,Bash,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex,defects4j test,TEST
chart_19,Glob,,Glob,SEARCH_FILES
chart_19,Read,,Read,READ
chart_19,Glob,,Glob,SEARCH_FILES
chart_19,Grep,,Grep,SEARCH_CONTENT
chart_19,Read,,Read,READ
chart_19,Read,,Read,READ
chart_19,Grep,,Grep,SEARCH_CONTENT
chart_19,Bash,"grep -n ""IllegalArgumentException"" /Users/nashid/repos/claude-cli-automation/prompts/chart_19_buggy/source/org/jfree/chart/plot/CategoryPlot.java | head -10",grep,SEARCH_CONTENT
chart_19,Bash,"grep -n ""IllegalArgumentException"" /Users/nashid/repos/claude-cli-automation/prompts/chart_19_buggy/source/org/jfree/chart/plot/CategoryPlot.java | head -10",head,READ
chart_19,Read,,Read,READ
chart_19,TodoWrite,,TodoWrite,WRITE
chart_19,Edit,,Edit,WRITE
chart_19,Edit,,Edit,WRITE
chart_19,TodoWrite,,TodoWrite,WRITE
chart_19,Bash,defects4j compile,defects4j compile,BUILD
chart_19,TodoWrite,,TodoWrite,WRITE
chart_19,Bash,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex,defects4j test,TEST
chart_19,Bash,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,defects4j test,TEST
chart_19,TodoWrite,,TodoWrite,WRITE
chart_19,Bash,defects4j test,defects4j test,TEST
chart_19,TodoWrite,,TodoWrite,WRITE
chart_2,TodoWrite,,TodoWrite,WRITE
chart_2,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_2,Bash,ls -ltr *.log | tail -5,ls,SEARCH_FILES
chart_2,Bash,ls -ltr *.log | tail -5,tail,READ
chart_2,Read,,Read,READ
chart_2,Bash,defects4j compile,defects4j compile,BUILD
chart_2,Bash,defects4j test,defects4j test,TEST
chart_2,TodoWrite,,TodoWrite,WRITE
chart_2,Grep,,Grep,SEARCH_CONTENT
chart_2,Read,,Read,READ
chart_2,Bash,defects4j test -t org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2 2>&1,defects4j test,TEST
chart_2,Bash,"ant test-class -Dtest.entry=org.jfree.data.general.junit.DatasetUtilitiesTests 2>&1 | grep -A 30 ""testBug2849731""",ant,BUILD
chart_2,Bash,"ant test-class -Dtest.entry=org.jfree.data.general.junit.DatasetUtilitiesTests 2>&1 | grep -A 30 ""testBug2849731""",grep,SEARCH_CONTENT
chart_2,Glob,,Glob,SEARCH_FILES
chart_2,Bash,"cd build && find . -name ""TEST-*.txt"" 2>/dev/null | head -5",cd,NAVIGATE
chart_2,Bash,"cd build && find . -name ""TEST-*.txt"" 2>/dev/null | head -5",find,SEARCH_FILES
chart_2,Bash,"cd build && find . -name ""TEST-*.txt"" 2>/dev/null | head -5",head,READ
chart_2,Grep,,Grep,SEARCH_CONTENT
chart_2,Glob,,Glob,SEARCH_FILES
chart_2,Bash,"find . -name ""DatasetUtilities.java"" -type f",find,SEARCH_FILES
chart_2,Bash,"find source -type f -name ""*.java"" | grep -i dataset | head -10",find,SEARCH_FILES
chart_2,Bash,"find source -type f -name ""*.java"" | grep -i dataset | head -10",grep,SEARCH_CONTENT
chart_2,Bash,"find source -type f -name ""*.java"" | grep -i dataset | head -10",head,READ
chart_2,Bash,ls -la,ls,SEARCH_FILES
chart_2,Bash,"cd /Users/nashid/repos/claude-cli-automation/prompts/chart_2_buggy && find . -name ""DatasetUtilities.java"" -type f",cd,NAVIGATE
chart_2,Bash,"cd /Users/nashid/repos/claude-cli-automation/prompts/chart_2_buggy && find . -name ""DatasetUtilities.java"" -type f",find,SEARCH_FILES
chart_2,Read,,Read,READ
chart_2,TodoWrite,,TodoWrite,WRITE
chart_2,Bash,javac -version 2>&1,javac,BUILD
chart_2,WebFetch,,WebFetch,WEB
chart_2,Edit,,Edit,WRITE
chart_2,Edit,,Edit,WRITE
chart_2,Read,,Read,READ
chart_2,Edit,,Edit,WRITE
chart_2,Read,,Read,READ
chart_2,Edit,,Edit,WRITE
chart_2,TodoWrite,,TodoWrite,WRITE
chart_2,Bash,defects4j compile,defects4j compile,BUILD
chart_2,Bash,defects4j test -t org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2,defects4j test,TEST
chart_2,Read,,Read,READ
chart_2,Bash,"find . -name ""*.txt"" -path ""*/test-results/*"" -o -name ""*.xml"" -path ""*/test-results/*"" 2>/dev/null | head -5",find,SEARCH_FILES
chart_2,Bash,"find . -name ""*.txt"" -path ""*/test-results/*"" -o -name ""*.xml"" -path ""*/test-results/*"" 2>/dev/null | head -5",head,READ
chart_2,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_2,Read,,Read,READ
chart_2,Read,,Read,READ
chart_2,Read,,Read,READ
chart_2,Edit,,Edit,WRITE
chart_2,Read,,Read,READ
chart_2,Edit,,Edit,WRITE
chart_2,Edit,,Edit,WRITE
chart_2,Edit,,Edit,WRITE
chart_2,Bash,defects4j compile,defects4j compile,BUILD
chart_2,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_2,Read,,Read,READ
chart_2,Bash,defects4j test,defects4j test,TEST
chart_21,TodoWrite,,TodoWrite,WRITE
chart_21,Bash,ls -la,ls,SEARCH_FILES
chart_21,Bash,"find . -name ""*.java"" -type f | head -20",find,SEARCH_FILES
chart_21,Bash,"find . -name ""*.java"" -type f | head -20",head,READ
chart_21,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_21,Bash,ls -la bug_triggering_tests.*.log | head -1,ls,SEARCH_FILES
chart_21,Bash,ls -la bug_triggering_tests.*.log | head -1,head,READ
chart_21,Read,,Read,READ
chart_21,Bash,defects4j test,defects4j test,TEST
chart_21,Bash,defects4j test -t org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds,defects4j test,TEST
chart_21,Glob,,Glob,SEARCH_FILES
chart_21,Read,,Read,READ
chart_21,Glob,,Glob,SEARCH_FILES
chart_21,Read,,Read,READ
chart_21,TodoWrite,,TodoWrite,WRITE
chart_21,Edit,,Edit,WRITE
chart_21,TodoWrite,,TodoWrite,WRITE
chart_21,Bash,defects4j compile,defects4j compile,BUILD
chart_21,TodoWrite,,TodoWrite,WRITE
chart_21,Bash,defects4j test -t org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds,defects4j test,TEST
chart_21,TodoWrite,,TodoWrite,WRITE
chart_21,Bash,defects4j test,defects4j test,TEST
chart_21,TodoWrite,,TodoWrite,WRITE
chart_22,TodoWrite,,TodoWrite,WRITE
chart_22,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_22,Bash,ls -la bug_triggering_tests.*.log | tail -1,ls,SEARCH_FILES
chart_22,Bash,ls -la bug_triggering_tests.*.log | tail -1,tail,READ
chart_22,Read,,Read,READ
chart_22,Glob,,Glob,SEARCH_FILES
chart_22,Bash,defects4j test,defects4j test,TEST
chart_22,Read,,Read,READ
chart_22,Read,,Read,READ
chart_22,Bash,defects4j test -t org.jfree.data.junit.KeyedObjects2DTests::testRemoveValue 2>&1 | tail -50,defects4j test,TEST
chart_22,Bash,defects4j test -t org.jfree.data.junit.KeyedObjects2DTests::testRemoveValue 2>&1 | tail -50,tail,READ
chart_22,Bash,"ant test -Dtest.entry=org.jfree.data.junit.KeyedObjects2DTests 2>&1 | grep -A 20 ""testRemoveValue\|FAILED\|Error\|Exception""",ant,BUILD
chart_22,Bash,"ant test -Dtest.entry=org.jfree.data.junit.KeyedObjects2DTests 2>&1 | grep -A 20 ""testRemoveValue\|FAILED\|Error\|Exception""",grep,SEARCH_CONTENT
chart_22,Bash,defects4j compile 2>&1,defects4j compile,BUILD
chart_22,Bash,"java -cp ""build:build-tests:lib/junit.jar:lib/servlet.jar"" org.junit.runner.JUnitCore org.jfree.data.junit.KeyedObjects2DTests 2>&1",java,BUILD
chart_22,Bash,"find . -name ""*.txt"" -path ""*/test-results/*"" 2>/dev/null | head -5",find,SEARCH_FILES
chart_22,Bash,"find . -name ""*.txt"" -path ""*/test-results/*"" 2>/dev/null | head -5",head,READ
chart_22,Write,,Write,WRITE
chart_22,Bash,javac -cp build TestDebug.java && java -cp .:build TestDebug,javac,BUILD
chart_22,Bash,javac -cp build TestDebug.java && java -cp .:build TestDebug,java,BUILD
chart_22,TodoWrite,,TodoWrite,WRITE
chart_22,Edit,,Edit,WRITE
chart_22,Bash,defects4j compile,defects4j compile,BUILD
chart_22,Bash,javac -cp build TestDebug.java && java -cp .:build TestDebug,javac,BUILD
chart_22,Bash,javac -cp build TestDebug.java && java -cp .:build TestDebug,java,BUILD
chart_22,TodoWrite,,TodoWrite,WRITE
chart_22,Bash,defects4j test,defects4j test,TEST
chart_22,Write,,Write,WRITE
chart_22,Bash,javac -cp build TestDebug2.java && java -cp .:build TestDebug2,javac,BUILD
chart_22,Bash,javac -cp build TestDebug2.java && java -cp .:build TestDebug2,java,BUILD
chart_22,Read,,Read,READ
chart_22,Read,,Read,READ
chart_22,Edit,,Edit,WRITE
chart_22,Edit,,Edit,WRITE
chart_22,Bash,defects4j compile,defects4j compile,BUILD
chart_22,Bash,javac -cp build TestDebug2.java && java -cp .:build TestDebug2,javac,BUILD
chart_22,Bash,javac -cp build TestDebug2.java && java -cp .:build TestDebug2,java,BUILD
chart_22,Glob,,Glob,SEARCH_FILES
chart_22,Read,,Read,READ
chart_22,Edit,,Edit,WRITE
chart_22,Bash,defects4j compile && javac -cp build TestDebug2.java && java -cp .:build TestDebug2,defects4j compile,BUILD
chart_22,Bash,defects4j compile && javac -cp build TestDebug2.java && java -cp .:build TestDebug2,javac,BUILD
chart_22,Bash,defects4j compile && javac -cp build TestDebug2.java && java -cp .:build TestDebug2,java,BUILD
chart_22,Edit,,Edit,WRITE
chart_22,Bash,defects4j compile && javac -cp build TestDebug2.java && java -cp .:build TestDebug2,defects4j compile,BUILD
chart_22,Bash,defects4j compile && javac -cp build TestDebug2.java && java -cp .:build TestDebug2,javac,BUILD
chart_22,Bash,defects4j compile && javac -cp build TestDebug2.java && java -cp .:build TestDebug2,java,BUILD
chart_22,Read,,Read,READ
chart_22,Edit,,Edit,WRITE
chart_22,Read,,Read,READ
chart_22,Edit,,Edit,WRITE
chart_22,Bash,defects4j compile && defects4j test,defects4j compile,BUILD
chart_22,Bash,defects4j compile && defects4j test,defects4j test,TEST
chart_22,Read,,Read,READ
chart_22,Write,,Write,WRITE
chart_22,Bash,javac -cp build TestDebug3.java && java -cp .:build TestDebug3,javac,BUILD
chart_22,Bash,javac -cp build TestDebug3.java && java -cp .:build TestDebug3,java,BUILD
chart_22,Bash,defects4j test -t org.jfree.data.junit.KeyedObjects2DTests::testRemoveRowByKey 2>&1 | tail -20,defects4j test,TEST
chart_22,Bash,defects4j test -t org.jfree.data.junit.KeyedObjects2DTests::testRemoveRowByKey 2>&1 | tail -20,tail,READ
chart_22,Write,,Write,WRITE
chart_22,Bash,javac -cp build TestDebug4.java && java -cp .:build TestDebug4,javac,BUILD
chart_22,Bash,javac -cp build TestDebug4.java && java -cp .:build TestDebug4,java,BUILD
chart_22,Read,,Read,READ
chart_22,Edit,,Edit,WRITE
chart_22,Bash,defects4j compile && defects4j test,defects4j compile,BUILD
chart_22,Bash,defects4j compile && defects4j test,defects4j test,TEST
chart_22,TodoWrite,,TodoWrite,WRITE
chart_22,Bash,rm -f TestDebug*.java TestDebug*.class,rm,FILE_OPS
chart_22,Bash,defects4j test,defects4j test,TEST
chart_25,TodoWrite,,TodoWrite,WRITE
chart_25,Bash,ls -la,ls,SEARCH_FILES
chart_25,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_25,Bash,ls -la bug_triggering_tests*.log | head -1 | awk '{print $NF}',ls,SEARCH_FILES
chart_25,Bash,ls -la bug_triggering_tests*.log | head -1 | awk '{print $NF}',head,READ
chart_25,Bash,ls -la bug_triggering_tests*.log | head -1 | awk '{print $NF}',awk,WRITE
chart_25,Read,,Read,READ
chart_25,Bash,defects4j info -p Chart -b 25,defects4j info,DEFECTS4J_OTHER
chart_25,Glob,,Glob,SEARCH_FILES
chart_25,Glob,,Glob,SEARCH_FILES
chart_25,Bash,defects4j compile,defects4j compile,BUILD
chart_25,Bash,defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical,defects4j test,TEST
chart_25,Read,,Read,READ
chart_25,TodoWrite,,TodoWrite,WRITE
chart_25,Glob,,Glob,SEARCH_FILES
chart_25,Read,,Read,READ
chart_25,TodoWrite,,TodoWrite,WRITE
chart_25,Edit,,Edit,WRITE
chart_25,Edit,,Edit,WRITE
chart_25,Edit,,Edit,WRITE
chart_25,Edit,,Edit,WRITE
chart_25,TodoWrite,,TodoWrite,WRITE
chart_25,Bash,defects4j compile,defects4j compile,BUILD
chart_25,Bash,defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal,defects4j test,TEST
chart_25,Bash,defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal,defects4j test,TEST
chart_25,Bash,defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal,defects4j test,TEST
chart_25,Bash,defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal && defects4j test -t org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal,defects4j test,TEST
chart_25,TodoWrite,,TodoWrite,WRITE
chart_25,Bash,defects4j test,defects4j test,TEST
chart_25,TodoWrite,,TodoWrite,WRITE
chart_4,TodoWrite,,TodoWrite,WRITE
chart_4,Bash,ls -la,ls,SEARCH_FILES
chart_4,Bash,./run_bug_exposing_tests.sh,run_bug_exposing_tests.sh,TEST
chart_4,Bash,ls -lt *.log | head -5,ls,SEARCH_FILES
chart_4,Bash,ls -lt *.log | head -5,head,READ
chart_4,Read,,Read,READ
chart_4,Bash,defects4j compile,defects4j compile,BUILD
chart_4,Bash,defects4j test,defects4j test,TEST
chart_4,TodoWrite,,TodoWrite,WRITE
chart_4,Bash,defects4j test -t org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1 2>&1,defects4j test,TEST
chart_4,Glob,,Glob,SEARCH_FILES
chart_4,Glob,,Glob,SEARCH_FILES
chart_4,Read,,Read,READ
chart_4,Bash,defects4j export -p tests.trigger 2>&1,defects4j export,DEFECTS4J_OTHER
