bug,status,path
Closure_103,match,src/com/google/javascript/jscomp/ControlFlowAnalysis.java
Closure_103,match,src/com/google/javascript/jscomp/DisambiguateProperties.java
Closure_105,match,src/com/google/javascript/jscomp/FoldConstants.java
Closure_106,match,src/com/google/javascript/jscomp/GlobalNamespace.java
Closure_106,match,src/com/google/javascript/rhino/JSDocInfoBuilder.java
Closure_108,match,src/com/google/javascript/jscomp/ScopedAliases.java
Closure_110,match,src/com/google/javascript/jscomp/ScopedAliases.java
Closure_115,match,src/com/google/javascript/jscomp/FunctionInjector.java
Closure_116,match,src/com/google/javascript/jscomp/FunctionInjector.java
Closure_117,match,src/com/google/javascript/jscomp/TypeValidator.java
Closure_134,match,src/com/google/javascript/jscomp/AmbiguateProperties.java
Closure_134,match,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure_135,match,src/com/google/javascript/jscomp/DevirtualizePrototypeMethods.java
Closure_135,match,src/com/google/javascript/rhino/jstype/FunctionType.java
Closure_136,match,src/com/google/javascript/jscomp/MethodCompilerPass.java
Closure_136,miss,src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java
Closure_137,match,src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java
Closure_138,match,src/com/google/javascript/jscomp/ClosureReverseAbstractInterpreter.java
Closure_138,match,src/com/google/javascript/jscomp/TypeInference.java
Closure_139,match,src/com/google/javascript/jscomp/Normalize.java
Closure_140,match,src/com/google/javascript/jscomp/Compiler.java
Closure_141,match,src/com/google/javascript/jscomp/PureFunctionIdentifier.java
Closure_142,match,src/com/google/javascript/jscomp/CoalesceVariableNames.java
Closure_142,match,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure_143,match,src/com/google/javascript/jscomp/AbstractCommandLineRunner.java
Closure_143,miss,src/com/google/javascript/jscomp/CommandLineRunner.java
Closure_143,miss,src/com/google/javascript/jscomp/NodeUtil.java
Closure_144,match,src/com/google/javascript/jscomp/FunctionTypeBuilder.java
Closure_147,match,src/com/google/javascript/jscomp/CheckGlobalThis.java
Closure_147,match,src/com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure_148,match,src/com/google/javascript/jscomp/PeepholeFoldConstants.java
Closure_148,match,src/com/google/javascript/jscomp/SourceMap.java
Closure_149,match,src/com/google/javascript/jscomp/AbstractCommandLineRunner.java
Closure_149,match,src/com/google/javascript/jscomp/Compiler.java
Closure_149,match,src/com/google/javascript/jscomp/CompilerOptions.java
Closure_151,match,src/com/google/javascript/jscomp/CommandLineRunner.java
Closure_153,match,src/com/google/javascript/jscomp/Normalize.java
Closure_154,match,src/com/google/javascript/jscomp/TypeCheck.java
Closure_154,match,src/com/google/javascript/jscomp/TypeValidator.java
Closure_155,match,src/com/google/javascript/jscomp/InlineVariables.java
Closure_155,match,src/com/google/javascript/jscomp/ReferenceCollectingCallback.java
Closure_155,match,src/com/google/javascript/jscomp/Scope.java
Closure_156,match,src/com/google/javascript/jscomp/CollapseProperties.java
Closure_157,match,src/com/google/javascript/jscomp/CodeGenerator.java
Closure_157,match,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure_158,match,src/com/google/javascript/jscomp/AbstractCommandLineRunner.java
Closure_158,match,src/com/google/javascript/jscomp/CommandLineRunner.java
Closure_158,match,src/com/google/javascript/jscomp/DiagnosticGroups.java
Closure_16,match,src/com/google/javascript/jscomp/ScopedAliases.java
Closure_160,match,src/com/google/javascript/jscomp/Compiler.java
Closure_162,match,src/com/google/javascript/jscomp/ScopedAliases.java
Closure_163,match,src/com/google/javascript/jscomp/AnalyzePrototypeProperties.java
Closure_164,match,src/com/google/javascript/rhino/jstype/ArrowType.java
Closure_165,match,src/com/google/javascript/rhino/jstype/JSTypeRegistry.java
Closure_165,match,src/com/google/javascript/rhino/jstype/ObjectType.java
Closure_165,match,src/com/google/javascript/rhino/jstype/RecordType.java
Closure_165,match,src/com/google/javascript/rhino/jstype/RecordTypeBuilder.java
Closure_167,match,src/com/google/javascript/jscomp/type/SemanticReverseAbstractInterpreter.java
Closure_167,match,src/com/google/javascript/rhino/jstype/JSType.java
Closure_169,match,src/com/google/javascript/rhino/jstype/RecordType.java
Closure_171,match,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure_173,match,src/com/google/javascript/jscomp/CodeGenerator.java
Closure_174,match,src/com/google/javascript/jscomp/NodeUtil.java
Closure_174,match,src/com/google/javascript/jscomp/ScopedAliases.java
Closure_175,match,src/com/google/javascript/jscomp/FunctionInjector.java
Closure_176,match,src/com/google/javascript/jscomp/TypeInference.java
Closure_21,match,src/com/google/javascript/jscomp/CheckSideEffects.java
Closure_24,match,src/com/google/javascript/jscomp/ScopedAliases.java
Closure_25,match,src/com/google/javascript/jscomp/TypeInference.java
Closure_26,match,src/com/google/javascript/jscomp/ProcessCommonJSModules.java
Closure_27,match,src/com/google/javascript/rhino/IR.java
Closure_29,match,src/com/google/javascript/jscomp/InlineObjectLiterals.java
Closure_3,match,src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java
Closure_30,match,src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java
Closure_30,match,src/com/google/javascript/jscomp/MustBeReachingVariableDef.java
Closure_32,match,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure_34,match,src/com/google/javascript/jscomp/CodeGenerator.java
Closure_37,match,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure_39,match,src/com/google/javascript/rhino/jstype/PrototypeObjectType.java
Closure_4,match,src/com/google/javascript/rhino/jstype/NamedType.java
Closure_41,match,src/com/google/javascript/jscomp/FunctionTypeBuilder.java
Closure_43,match,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure_45,match,src/com/google/javascript/jscomp/RemoveUnusedVars.java
Closure_47,match,src/com/google/debugging/sourcemap/SourceMapConsumerV3.java
Closure_47,match,src/com/google/javascript/jscomp/SourceMap.java
Closure_49,match,src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java
Closure_50,match,src/com/google/javascript/jscomp/PeepholeReplaceKnownMethods.java
Closure_51,match,src/com/google/javascript/jscomp/CodeConsumer.java
Closure_53,match,src/com/google/javascript/jscomp/InlineObjectLiterals.java
Closure_54,match,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure_54,match,src/com/google/javascript/rhino/jstype/FunctionType.java
Closure_6,match,src/com/google/javascript/jscomp/TypeValidator.java
Closure_60,match,src/com/google/javascript/jscomp/NodeUtil.java
Closure_64,match,src/com/google/javascript/jscomp/Compiler.java
Closure_68,match,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure_72,match,src/com/google/javascript/jscomp/FunctionToBlockMutator.java
Closure_74,match,src/com/google/javascript/jscomp/PeepholeFoldConstants.java
Closure_75,match,src/com/google/javascript/jscomp/NodeUtil.java
Closure_76,match,src/com/google/javascript/jscomp/DeadAssignmentsElimination.java
Closure_79,match,src/com/google/javascript/jscomp/Normalize.java
Closure_79,match,src/com/google/javascript/jscomp/VarCheck.java
Closure_80,match,src/com/google/javascript/jscomp/NodeUtil.java
Closure_84,match,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure_85,match,src/com/google/javascript/jscomp/UnreachableCodeElimination.java
Closure_89,match,src/com/google/javascript/jscomp/CollapseProperties.java
Closure_89,match,src/com/google/javascript/jscomp/GlobalNamespace.java
Closure_9,match,src/com/google/javascript/jscomp/ProcessCommonJSModules.java
Closure_90,match,src/com/google/javascript/jscomp/FunctionTypeBuilder.java
Closure_90,match,src/com/google/javascript/rhino/jstype/FunctionType.java
Closure_98,match,src/com/google/javascript/jscomp/ReferenceCollectingCallback.java
Closure_99,match,src/com/google/javascript/jscomp/CheckGlobalThis.java
Codec_1,match,src/java/org/apache/commons/codec/language/Caverphone.java
Codec_1,match,src/java/org/apache/commons/codec/language/Metaphone.java
Codec_1,match,src/java/org/apache/commons/codec/language/SoundexUtils.java
Codec_1,miss,src/.DS_Store
Codec_11,match,src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java
Codec_11,miss,src/.DS_Store
Codec_12,match,src/main/java/org/apache/commons/codec/binary/BaseNCodecInputStream.java
Codec_12,miss,src/.DS_Store
Codec_13,match,src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java
Codec_13,miss,src/.DS_Store
Codec_14,match,src/main/java/org/apache/commons/codec/language/bm/PhoneticEngine.java
Codec_14,match,src/main/java/org/apache/commons/codec/language/bm/Rule.java
Codec_14,miss,src/.DS_Store
Codec_6,match,src/java/org/apache/commons/codec/binary/Base64InputStream.java
Codec_6,miss,src/.DS_Store
Codec_8,match,src/java/org/apache/commons/codec/binary/Base64.java
Codec_8,miss,src/.DS_Store
Collections_25,miss,src/.DS_Store
Collections_25,miss,src/main/java/org/apache/commons/collections4/iterators/CollatingIterator.java
Compress_10,match,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java
Compress_10,miss,src/.DS_Store
Compress_11,match,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java
Compress_11,miss,src/.DS_Store
Compress_2,match,src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java
Compress_2,miss,src/.DS_Store
Compress_20,match,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStream.java
Compress_20,miss,src/.DS_Store
Compress_22,match,src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java
Compress_22,miss,src/.DS_Store
Compress_29,match,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java
Compress_29,match,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStream.java
Compress_29,match,src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveOutputStream.java
Compress_29,match,src/main/java/org/apache/commons/compress/archivers/dump/DumpArchiveInputStream.java
Compress_29,match,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java
Compress_29,match,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java
Compress_29,match,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java
Compress_29,miss,src/.DS_Store
Compress_3,match,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java
Compress_3,miss,src/.DS_Store
Compress_33,match,src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java
Compress_33,match,src/main/java/org/apache/commons/compress/compressors/deflate/DeflateCompressorInputStream.java
Compress_33,miss,src/.DS_Store
Compress_34,match,src/main/java/org/apache/commons/compress/archivers/zip/X7875_NewUnix.java
Compress_34,miss,src/.DS_Store
Compress_35,match,src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java
Compress_35,miss,src/.DS_Store
Compress_39,match,src/main/java/org/apache/commons/compress/utils/ArchiveUtils.java
Compress_39,miss,src/.DS_Store
Compress_4,match,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java
Compress_4,miss,src/.DS_Store
Compress_40,match,src/main/java/org/apache/commons/compress/utils/BitInputStream.java
Compress_40,miss,src/.DS_Store
Compress_42,match,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java
Compress_42,miss,src/.DS_Store
Compress_43,match,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java
Compress_43,miss,src/.DS_Store
Compress_47,match,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStream.java
Compress_47,miss,src/.DS_Store
Compress_6,match,src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java
Compress_6,miss,src/.DS_Store
Compress_9,match,src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java
Compress_9,miss,src/.DS_Store
Csv_13,match,src/main/java/org/apache/commons/csv/CSVFormat.java
Csv_13,match,src/main/java/org/apache/commons/csv/CSVPrinter.java
Csv_13,miss,src/.DS_Store
Csv_16,match,src/main/java/org/apache/commons/csv/CSVParser.java
Csv_16,miss,src/.DS_Store
Csv_7,match,src/main/java/org/apache/commons/csv/CSVParser.java
Csv_7,miss,src/.DS_Store
Csv_8,match,src/main/java/org/apache/commons/csv/CSVFormat.java
Csv_8,miss,src/.DS_Store
Gson_1,no_edits,
Gson_14,no_edits,
Gson_3,no_edits,
Gson_4,no_edits,
Gson_7,no_edits,
Gson_8,no_edits,
Gson_9,no_edits,
Jacksoncore_1,miss,src/.DS_Store
Jacksoncore_1,miss,src/main/java/com/fasterxml/jackson/core/base/ParserBase.java
Jacksoncore_10,miss,src/.DS_Store
Jacksoncore_10,miss,src/main/java/com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java
Jacksoncore_12,miss,src/.DS_Store
Jacksoncore_12,miss,src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java
Jacksoncore_12,miss,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java
Jacksoncore_16,miss,src/.DS_Store
Jacksoncore_16,miss,src/main/java/com/fasterxml/jackson/core/util/JsonParserSequence.java
Jacksoncore_17,miss,src/.DS_Store
Jacksoncore_17,miss,src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java
Jacksoncore_18,miss,src/.DS_Store
Jacksoncore_18,miss,src/main/java/com/fasterxml/jackson/core/base/GeneratorBase.java
Jacksoncore_18,miss,src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java
Jacksoncore_18,miss,src/main/java/com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java
Jacksoncore_19,miss,src/.DS_Store
Jacksoncore_19,miss,src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java
Jacksoncore_19,miss,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java
Jacksoncore_2,miss,src/.DS_Store
Jacksoncore_2,miss,src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java
Jacksoncore_2,miss,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java
Jacksoncore_21,miss,src/.DS_Store
Jacksoncore_21,miss,src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java
Jacksoncore_22,miss,src/.DS_Store
Jacksoncore_22,miss,src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java
Jacksoncore_24,miss,src/.DS_Store
Jacksoncore_24,miss,src/main/java/com/fasterxml/jackson/core/base/ParserBase.java
Jacksoncore_24,miss,src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java
Jacksoncore_9,miss,src/.DS_Store
Jacksoncore_9,miss,src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java
Jacksondatabind_10,miss,src/.DS_Store
Jacksondatabind_10,miss,src/main/java/com/fasterxml/jackson/databind/ser/AnyGetterWriter.java
Jacksondatabind_10,miss,src/main/java/com/fasterxml/jackson/databind/ser/BeanSerializerFactory.java
Jacksondatabind_103,miss,src/main/java/com/fasterxml/jackson/databind/JsonMappingException.java
Jacksondatabind_103,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/StdKeyDeserializer.java
Jacksondatabind_103,miss,src/main/java/com/fasterxml/jackson/databind/util/ClassUtil.java
Jacksondatabind_104,miss,src/main/java/com/fasterxml/jackson/databind/util/StdDateFormat.java
Jacksondatabind_105,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/JdkDeserializers.java
Jacksondatabind_108,miss,src/main/java/com/fasterxml/jackson/databind/ObjectReader.java
Jacksondatabind_109,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializer.java
Jacksondatabind_109,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializers.java
Jacksondatabind_110,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/JavaUtilCollectionsDeserializers.java
Jacksondatabind_111,miss,src/main/java/com/fasterxml/jackson/databind/deser/CreatorProperty.java
Jacksondatabind_111,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/FieldProperty.java
Jacksondatabind_111,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/MethodProperty.java
Jacksondatabind_111,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/AtomicReferenceDeserializer.java
Jacksondatabind_13,miss,src/.DS_Store
Jacksondatabind_13,miss,src/main/java/com/fasterxml/jackson/databind/deser/DefaultDeserializationContext.java
Jacksondatabind_13,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/ObjectIdValueProperty.java
Jacksondatabind_14,miss,src/.DS_Store
Jacksondatabind_14,miss,src/main/java/com/fasterxml/jackson/databind/ObjectReader.java
Jacksondatabind_15,miss,src/.DS_Store
Jacksondatabind_15,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/StdDelegatingSerializer.java
Jacksondatabind_18,miss,src/.DS_Store
Jacksondatabind_18,miss,src/main/java/com/fasterxml/jackson/databind/MappingIterator.java
Jacksondatabind_20,miss,src/.DS_Store
Jacksondatabind_20,miss,src/main/java/com/fasterxml/jackson/databind/node/ObjectNode.java
Jacksondatabind_21,miss,src/.DS_Store
Jacksondatabind_21,miss,src/main/java/com/fasterxml/jackson/databind/introspect/JacksonAnnotationIntrospector.java
Jacksondatabind_22,miss,src/.DS_Store
Jacksondatabind_22,miss,src/main/java/com/fasterxml/jackson/databind/ser/BasicSerializerFactory.java
Jacksondatabind_22,miss,src/main/java/com/fasterxml/jackson/databind/ser/BeanSerializerFactory.java
Jacksondatabind_23,miss,src/.DS_Store
Jacksondatabind_23,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializers.java
Jacksondatabind_25,miss,src/.DS_Store
Jacksondatabind_25,miss,src/main/java/com/fasterxml/jackson/databind/deser/BasicDeserializerFactory.java
Jacksondatabind_29,miss,src/.DS_Store
Jacksondatabind_29,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/ExternalTypeHandler.java
Jacksondatabind_3,miss,src/.DS_Store
Jacksondatabind_3,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/StringArrayDeserializer.java
Jacksondatabind_30,miss,src/.DS_Store
Jacksondatabind_30,miss,src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
Jacksondatabind_31,miss,src/.DS_Store
Jacksondatabind_31,miss,src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
Jacksondatabind_32,miss,src/.DS_Store
Jacksondatabind_32,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/UntypedObjectDeserializer.java
Jacksondatabind_36,miss,src/.DS_Store
Jacksondatabind_36,miss,src/main/java/com/fasterxml/jackson/databind/util/StdDateFormat.java
Jacksondatabind_38,miss,src/.DS_Store
Jacksondatabind_38,miss,src/main/java/com/fasterxml/jackson/databind/type/CollectionType.java
Jacksondatabind_38,miss,src/main/java/com/fasterxml/jackson/databind/type/MapType.java
Jacksondatabind_38,miss,src/main/java/com/fasterxml/jackson/databind/type/SimpleType.java
Jacksondatabind_4,miss,src/.DS_Store
Jacksondatabind_4,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/StringArrayDeserializer.java
Jacksondatabind_4,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/StringCollectionDeserializer.java
Jacksondatabind_41,miss,src/main/java/com/fasterxml/jackson/databind/type/TypeFactory.java
Jacksondatabind_43,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/ObjectIdValueProperty.java
Jacksondatabind_48,miss,src/main/java/com/fasterxml/jackson/databind/DeserializationConfig.java
Jacksondatabind_48,miss,src/main/java/com/fasterxml/jackson/databind/SerializationConfig.java
Jacksondatabind_50,miss,src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializer.java
Jacksondatabind_50,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/PropertyValue.java
Jacksondatabind_50,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/PropertyValueBuffer.java
Jacksondatabind_52,miss,src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerBase.java
Jacksondatabind_52,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/ExternalTypeHandler.java
Jacksondatabind_53,miss,src/main/java/com/fasterxml/jackson/databind/type/TypeBindings.java
Jacksondatabind_53,miss,src/main/java/com/fasterxml/jackson/databind/type/TypeFactory.java
Jacksondatabind_54,miss,src/main/java/com/fasterxml/jackson/databind/ser/PropertyBuilder.java
Jacksondatabind_55,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/StdKeySerializers.java
Jacksondatabind_56,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/FromStringDeserializer.java
Jacksondatabind_59,miss,src/main/java/com/fasterxml/jackson/databind/type/TypeFactory.java
Jacksondatabind_6,miss,src/.DS_Store
Jacksondatabind_6,miss,src/main/java/com/fasterxml/jackson/databind/util/ISO8601Utils.java
Jacksondatabind_6,miss,src/main/java/com/fasterxml/jackson/databind/util/StdDateFormat.java
Jacksondatabind_60,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/JsonValueSerializer.java
Jacksondatabind_61,miss,src/main/java/com/fasterxml/jackson/databind/type/TypeFactory.java
Jacksondatabind_65,miss,src/main/java/com/fasterxml/jackson/databind/introspect/BasicBeanDescription.java
Jacksondatabind_66,miss,src/main/java/com/fasterxml/jackson/databind/deser/std/StdKeyDeserializer.java
Jacksondatabind_68,miss,src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerBase.java
Jacksondatabind_69,miss,src/main/java/com/fasterxml/jackson/databind/deser/BasicDeserializerFactory.java
Jacksondatabind_72,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/InnerClassProperty.java
Jacksondatabind_73,miss,src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java
Jacksondatabind_75,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/EnumSerializer.java
Jacksondatabind_77,miss,src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
Jacksondatabind_78,miss,src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
Jacksondatabind_79,miss,src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java
Jacksondatabind_8,miss,src/.DS_Store
Jacksondatabind_8,miss,src/main/java/com/fasterxml/jackson/databind/deser/impl/CreatorCollector.java
Jacksondatabind_80,miss,src/main/java/com/fasterxml/jackson/databind/jsontype/impl/StdSubtypeResolver.java
Jacksondatabind_81,miss,src/main/java/com/fasterxml/jackson/databind/introspect/JacksonAnnotationIntrospector.java
Jacksondatabind_87,miss,src/main/java/com/fasterxml/jackson/databind/util/StdDateFormat.java
Jacksondatabind_90,miss,src/main/java/com/fasterxml/jackson/databind/deser/ValueInstantiator.java
Jacksondatabind_94,miss,src/main/java/com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator.java
Jacksondatabind_95,miss,src/main/java/com/fasterxml/jackson/databind/type/TypeParser.java
Jacksonxml_1,miss,src/main/java/com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java
Jacksonxml_2,miss,src/main/java/com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java
Jacksonxml_6,miss,src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java
Jsoup_11,match,src/main/java/org/jsoup/select/Selector.java
Jsoup_12,match,src/main/java/org/jsoup/select/Selector.java
Jsoup_12,miss,src/main/java/org/jsoup/select/ng/parser/Parser.java
Jsoup_14,match,src/main/java/org/jsoup/parser/Tokeniser.java
Jsoup_14,match,src/main/java/org/jsoup/parser/TokeniserState.java
Jsoup_16,match,src/main/java/org/jsoup/nodes/DocumentType.java
Jsoup_18,match,src/main/java/org/jsoup/parser/CharacterReader.java
Jsoup_21,match,src/main/java/org/jsoup/select/QueryParser.java
Jsoup_22,match,src/main/java/org/jsoup/nodes/Element.java
Jsoup_22,match,src/main/java/org/jsoup/nodes/Node.java
Jsoup_23,match,src/main/java/org/jsoup/parser/CharacterReader.java
Jsoup_23,match,src/main/java/org/jsoup/parser/Tokeniser.java
Jsoup_28,match,src/main/java/org/jsoup/nodes/Entities.java
Jsoup_28,match,src/main/java/org/jsoup/parser/Tokeniser.java
Jsoup_29,match,src/main/java/org/jsoup/nodes/Document.java
Jsoup_3,match,src/main/java/org/jsoup/nodes/Element.java
Jsoup_3,match,src/main/java/org/jsoup/parser/Parser.java
Jsoup_3,match,src/main/java/org/jsoup/parser/Tag.java
Jsoup_30,match,src/main/java/org/jsoup/safety/Cleaner.java
Jsoup_30,miss,src/.DS_Store
Jsoup_31,match,src/main/java/org/jsoup/parser/XmlTreeBuilder.java
Jsoup_31,miss,src/.DS_Store
Jsoup_36,match,src/main/java/org/jsoup/helper/DataUtil.java
Jsoup_36,miss,src/.DS_Store
