bug_id,repair,failed_test_prior,failed_test_after,regression_reduction,compile_fail
Closure_175,1,5,0,5,0
Closure_176,1,1,0,1,0
Closure_21,1,1,0,1,0
Closure_24,1,1,0,1,0
Closure_25,1,1,0,1,0
Closure_26,1,7,0,7,0
Closure_27,1,3,0,3,0
Closure_29,1,5,0,5,0
Closure_3,1,3,0,3,0
Closure_30,1,3,0,3,0
Closure_32,1,4,0,4,0
Closure_34,1,1,0,1,0
Closure_37,1,1,0,1,0
Closure_39,1,2,0,2,0
Closure_4,1,3,0,3,0
Closure_41,1,3,0,3,0
Closure_43,1,2,0,2,0
Closure_45,1,1,0,1,0
Closure_47,1,16,0,16,0
Closure_49,1,66,0,66,0
Closure_50,1,2,0,2,0
Closure_51,1,1,0,1,0
Closure_53,1,1,0,1,0
Closure_54,1,3,0,3,0
Closure_6,1,3,0,3,0
Closure_60,1,2,0,2,0
Closure_64,1,1,0,1,0
Closure_68,1,1,0,1,0
Closure_72,1,1,0,1,0
Closure_74,0,3,3,0,0
Closure_75,1,1,0,1,0
Closure_76,1,4,0,4,0
Closure_79,1,5,0,5,0
Closure_80,1,2,0,2,0
Closure_84,1,1,0,1,0
Closure_85,1,2,0,2,0
Closure_89,1,8,0,8,0
Closure_9,1,1,0,1,0
Closure_90,1,2,0,2,0
Closure_98,1,1,0,1,0
Closure_99,1,3,0,3,0
Codec_1,1,0,0,0,0
Codec_11,1,5,0,5,0
Codec_12,1,12,0,12,0
Codec_13,1,2,0,2,0
Codec_14,1,1,0,1,0
Codec_6,1,1,0,1,0
Codec_8,1,1,0,1,0
Collections_25,1,1,0,1,0
Compress_10,1,1,0,1,0
Compress_11,1,1,0,1,0
Compress_2,1,1,0,1,0
Compress_20,1,1,0,1,0
Compress_22,1,1,0,1,0
Compress_29,1,3,0,3,0
Compress_3,1,1,0,1,0
Compress_33,1,1,0,1,0
Compress_34,1,1,0,1,0
Compress_35,1,1,0,1,0
Compress_39,1,1,0,1,0
Compress_4,1,10,0,10,0
Compress_40,1,2,0,2,0
Compress_42,1,1,0,1,0
Compress_43,1,1,0,1,0
Compress_47,0,1,14,-13,0
Compress_6,1,1,0,1,0
Compress_9,1,1,0,1,0
Csv_13,1,2,0,2,0
Csv_16,1,1,0,1,0
Csv_7,1,1,0,1,0
Csv_8,1,1,0,1,0
Gson_1,0,1,3,-2,0
Gson_14,1,7,0,7,0
Gson_3,1,2,0,2,0
Gson_4,1,3,0,3,0
Gson_7,1,3,0,3,0
Gson_8,1,2,0,2,0
Gson_9,0,1,1,0,0
JacksonCore_1,1,1,0,1,0
JacksonCore_10,1,4,0,4,0
JacksonCore_12,1,1,0,1,0
JacksonCore_16,1,1,0,1,0
JacksonCore_17,1,1,0,1,0
JacksonCore_18,1,1,0,1,0
JacksonCore_19,1,1,0,1,0
JacksonCore_2,1,2,0,2,0
JacksonCore_21,1,3,0,3,0
JacksonCore_22,0,12,1,11,0
JacksonCore_24,1,8,0,8,0
JacksonCore_9,1,2,0,2,0
JacksonDatabind_10,1,1,0,1,0
JacksonDatabind_103,0,1,1,0,0
JacksonDatabind_104,0,2,1,1,0
JacksonDatabind_105,0,1,1,0,0
JacksonDatabind_108,0,1,1,0,0
JacksonDatabind_109,0,1,1,0,0
JacksonDatabind_110,0,1,1,0,0
JacksonDatabind_111,0,1,1,0,0
JacksonDatabind_13,1,1,0,1,0
JacksonDatabind_14,1,1,0,1,0
JacksonDatabind_15,1,1,0,1,0
JacksonDatabind_18,1,3,0,3,0
JacksonDatabind_20,1,1,0,1,0
JacksonDatabind_21,1,1,0,1,0
JacksonDatabind_22,1,1,0,1,0
JacksonDatabind_23,1,1,0,1,0
JacksonDatabind_25,1,1,0,1,0
JacksonDatabind_29,1,1,0,1,0
JacksonDatabind_3,1,1,0,1,0
JacksonDatabind_30,1,1,0,1,0
JacksonDatabind_31,1,1,0,1,0
JacksonDatabind_32,1,1,0,1,0
JacksonDatabind_36,1,1,0,1,0
JacksonDatabind_38,1,3,0,3,0
JacksonDatabind_4,1,1,0,1,0
JacksonDatabind_41,1,1,0,1,0
JacksonDatabind_43,1,1,0,1,0
JacksonDatabind_48,1,1,0,1,0
JacksonDatabind_50,1,1,0,1,0
JacksonDatabind_52,1,1,0,1,0
JacksonDatabind_53,1,1,0,1,0
JacksonDatabind_54,1,1,0,1,0
JacksonDatabind_55,1,1,0,1,0
JacksonDatabind_56,1,1,0,1,0
JacksonDatabind_59,1,1,0,1,0
JacksonDatabind_6,1,2,0,2,0
JacksonDatabind_60,1,2,0,2,0
JacksonDatabind_61,1,1,0,1,0
JacksonDatabind_65,1,1,0,1,0
JacksonDatabind_66,1,1,0,1,0
JacksonDatabind_68,1,2,0,2,0
JacksonDatabind_69,1,1,0,1,0
JacksonDatabind_72,1,1,0,1,0
JacksonDatabind_73,1,2,0,2,0
JacksonDatabind_75,1,1,0,1,0
JacksonDatabind_77,1,1,0,1,0
JacksonDatabind_78,1,1,0,1,0
JacksonDatabind_79,1,1,0,1,0
JacksonDatabind_8,1,1,0,1,0
JacksonDatabind_80,0,1,1,0,0
JacksonDatabind_81,0,1,1,0,0
JacksonDatabind_87,1,1,0,1,0
JacksonDatabind_90,1,1,0,1,0
JacksonDatabind_94,1,1,0,1,0
JacksonDatabind_95,1,1,0,1,0
JacksonXml_1,1,3,0,3,0
JacksonXml_2,1,1,0,1,0
JacksonXml_6,1,5,0,5,0
Jsoup_11,1,4,0,4,0
Jsoup_12,1,1,0,1,0
Jsoup_14,1,2,0,2,0
Jsoup_16,1,2,0,2,0
Jsoup_18,1,3,0,3,0
Jsoup_21,1,2,0,2,0
Jsoup_22,1,3,0,3,0
Jsoup_23,1,1,0,1,0
Jsoup_28,1,6,0,6,0
Jsoup_29,1,1,0,1,0
Jsoup_3,1,3,0,3,0
Jsoup_30,1,1,0,1,0
Jsoup_31,1,1,0,1,0
Jsoup_36,1,6,0,6,0
Jsoup_4,1,2,0,2,0
Jsoup_42,1,2,0,2,0
Jsoup_50,1,1,0,1,0
Jsoup_52,1,7,0,7,0
Jsoup_56,1,1,0,1,0
Jsoup_58,1,2,0,2,0
Jsoup_59,1,2,0,2,0
Jsoup_60,1,2,0,2,0
Jsoup_63,1,3,0,3,0
Jsoup_65,1,1,0,1,0
Jsoup_66,1,1,0,1,0
Jsoup_67,1,1,0,1,0
Jsoup_7,1,1,0,1,0
Jsoup_71,0,2,1,1,0
Jsoup_73,1,1,0,1,0
Jsoup_74,1,1,0,1,0
Jsoup_78,1,1,0,1,0
Jsoup_79,1,1,0,1,0
Jsoup_81,1,1,0,1,0
Jsoup_83,1,2,0,2,0
Jsoup_87,1,1,0,1,0
Jsoup_91,1,3,0,3,0
Jsoup_92,1,3,0,3,0
JxPath_1,1,2,0,2,0
JxPath_11,1,0,0,0,0
JxPath_13,1,1,0,1,0
JxPath_15,1,0,0,0,0
JxPath_16,1,0,0,0,0
JxPath_17,1,0,0,0,0
JxPath_18,1,0,0,0,0
JxPath_19,1,2,0,2,0
JxPath_2,1,1,0,1,0
JxPath_20,1,1,0,1,0
JxPath_3,1,1,0,1,0
JxPath_4,1,6,0,6,0
JxPath_7,1,1,0,1,0
JxPath_9,1,1,0,1,0
Lang_13,1,1,0,1,0
Lang_15,1,2,0,2,0
Lang_19,1,2,0,2,0
Lang_20,1,2,0,2,0
Lang_23,1,1,0,1,0
Lang_27,1,1,0,1,0
Lang_30,1,10,0,10,0
Lang_32,1,1,0,1,0
Lang_34,1,27,0,27,0
Lang_35,1,1,0,1,0
Lang_36,1,2,0,2,0
Lang_4,1,1,0,1,0
Lang_41,1,2,0,2,0
Lang_46,1,1,0,1,0
Lang_47,1,2,0,2,0
Lang_5,1,1,0,1,0
Lang_50,0,2,6,-4,0
Lang_56,1,1,0,1,0
Lang_60,1,1,0,1,0
Lang_62,1,1,0,1,0
Lang_63,1,1,0,1,0
Lang_64,1,1,0,1,0
Lang_65,1,1,0,1,0
Lang_7,1,1,0,1,0
Lang_8,1,1,0,1,0
Math_1,1,2,0,2,0
Math_100,1,1,0,1,0
Math_106,1,1,0,1,0
Math_12,1,0,0,0,0
Math_14,1,1,0,1,0
Math_15,1,1,0,1,0
Math_16,1,2,0,2,0
Math_18,1,1,0,1,0
Math_21,1,2,0,2,0
Math_22,1,0,0,0,0
Math_23,1,1,0,1,0
Math_24,1,1,0,1,0
Math_26,1,1,0,1,0
Math_28,1,1,0,1,0
Math_29,1,0,0,0,0
Math_31,1,2,0,2,0
Math_35,1,4,0,4,0
Math_36,1,2,0,2,0
Math_37,1,4,0,4,0
Math_38,1,1,0,1,0
Math_4,1,2,0,2,0
Math_44,1,1,0,1,0
Math_46,1,2,0,2,0
Math_47,1,2,0,2,0
Math_49,1,1,0,1,0
Math_52,1,1,0,1,0
Math_54,0,1,1,0,0
Math_55,1,1,0,1,0
Math_6,1,26,0,26,0
Math_61,1,1,0,1,0
Math_62,1,1,0,1,0
Math_64,1,2,0,2,0
Math_65,1,1,0,1,0
Math_66,1,4,0,4,0
Math_68,1,2,0,2,0
Math_7,1,1,0,1,0
Math_71,1,2,0,2,0
Math_72,1,1,0,1,0
Math_76,1,2,0,2,0
Math_77,1,2,0,2,0
Math_78,1,1,0,1,0
Math_81,1,1,0,1,0
Math_83,1,1,0,1,0
Math_84,1,2,0,2,0
Math_86,1,2,0,2,0
Math_90,1,1,0,1,0
Math_92,1,1,0,1,0
Math_93,1,1,0,1,0
Math_98,1,2,0,2,0
Math_99,1,2,0,2,0
Mockito_10,1,1,0,1,0
Mockito_14,1,1,0,1,0
Mockito_15,1,1,0,1,0
Mockito_16,1,1,0,1,0
Mockito_17,1,1,0,1,0
Mockito_19,1,1,0,1,0
Mockito_2,1,3,0,3,0
Mockito_20,1,8,0,8,0
Mockito_21,1,1,0,1,0
Mockito_23,1,1,0,1,0
Mockito_25,1,6,0,6,0
Mockito_3,1,9,0,9,0
Mockito_30,1,1,0,1,0
Mockito_31,1,1,0,1,0
Mockito_32,1,1,0,1,0
Mockito_35,1,4,0,4,0
Mockito_36,1,2,0,2,0
Mockito_4,1,4,0,4,0
Mockito_6,1,7,0,7,0
Mockito_9,1,3,0,3,0
Time_1,1,1,0,1,0
Time_10,1,2,0,2,0
Time_12,1,8,0,8,0
Time_13,1,1,0,1,0
Time_2,1,1,0,1,0
Time_23,1,1,0,1,0
Time_26,1,8,0,8,0
Time_3,1,5,0,5,0
Time_6,1,5,0,5,0
Time_9,1,1,0,1,0
Closure_110,0,2,2,0,0
